,steam_pressure,drift
426,68.64492035,0
427,68.70542145,0
428,68.72611237,0
429,68.62988281,0
430,68.69207764,0
431,68.70428467,0
432,68.65377045,0
433,68.66399384,0
434,68.66699219,0
435,68.67172241,0
436,68.66966248,0
437,68.71282959,0
438,68.67454529,0
439,68.71350861,0
440,68.6663208,0
441,68.69637299,0
442,68.66860962,0
443,68.72727203,0
444,68.630867,0
445,68.6759491,0
446,68.66507721,0
447,68.66837311,0
448,68.70220184,0
449,68.74451447,0
450,68.73548889,0
451,68.67775726,0
452,68.67550659,0
453,68.73233032,0
454,68.67394257,0
455,68.73049927,0
456,68.73958588,0
457,68.75302124,0
458,68.67362213,0
459,68.7090683,0
460,68.70344543,0
461,68.76409149,0
462,68.76273346,0
463,68.66838074,0
464,68.76357269,0
465,68.67707062,0
466,68.76187134,0
467,68.67919922,0
468,68.70912933,0
469,68.67713928,0
470,68.73667908,0
471,68.66929626,0
472,68.66069031,0
473,68.64807129,0
474,68.67192078,0
475,68.69877625,0
476,68.70340729,0
477,68.64498138,0
478,68.64550018,0
479,68.71611023,0
480,68.65247345,0
481,68.6683197,0
482,68.64453125,0
483,68.64496613,0
484,68.66881561,0
485,68.67491913,0
486,68.65312958,0
487,68.64284515,0
488,68.75015259,0
489,68.70174408,0
490,68.7381134,0
491,68.72945404,0
492,68.7089386,0
493,68.74417114,0
494,68.71544647,0
495,68.71337891,0
496,68.69788361,0
497,68.67581177,0
498,68.70407104,0
499,68.76246643,0
500,68.67284393,0
501,68.70436096,0
502,68.67156219,0
503,68.75535583,0
504,68.74294281,0
505,68.74626923,0
506,68.74884033,0
507,68.69490814,0
508,68.73619843,0
509,68.68049622,0
510,68.78147125,0
511,68.73287201,0
512,68.76301575,0
513,68.70930481,0
514,68.75231934,0
515,68.68834686,0
516,68.75411987,0
517,68.76715088,0
518,68.71028137,0
519,68.70172119,0
520,68.74815369,0
521,69.3609593922,1
522,69.78069244019999,1
523,70.04981826839999,1
524,70.46914100674998,1
525,70.83231856989997,1
526,68.67852783,0
527,68.70571136,0
528,68.73573303,0
529,68.66960144,0
530,68.73265839,0
531,68.68274689,0
532,68.70414734,0
533,68.71750641,0
534,68.70145416,0
535,68.70088196,0
536,68.64424133,0
537,68.70623779,0
538,68.66804504,0
539,68.70780945,0
540,68.70574188,0
541,68.62787628,0
542,68.73352814,0
543,68.74338531,0
544,68.65899658,0
545,68.68005371,0
546,68.69737244,0
547,68.68796539,0
548,68.6747818,0
549,68.68056488,0
550,68.66265869,0
551,68.69239044,0
552,68.74907684,0
553,68.71311188,0
554,68.65562439,0
555,68.73619843,0
556,68.71623993,0
557,68.69074249,0
558,68.64826202,0
559,68.45892334,0
560,68.59266663,0
561,68.56306458,0
562,68.55467987,0
563,68.5661087,0
564,68.61009216,0
565,68.60151672,0
566,68.58821869,0
567,68.65434265,0
568,68.55288696,0
569,68.54767609,0
570,68.60792542,0
571,68.5958252,0
572,68.60164642,0
573,68.56829071,0
574,68.57637787,0
575,68.54290771,0
576,68.39968109,0
577,68.45206451,0
578,68.59651947,0
579,68.48815155,0
580,68.6360321,0
581,68.54216003,0
582,68.62979889,0
583,68.58006287,0
584,68.5906601,0
585,68.86650085,0
586,68.68251801,0
587,68.76880646,0
588,68.80409241,0
589,68.77632904,0
590,68.71606445,0
591,68.76404572,0
592,68.78627777,0
593,68.66055298,0
594,68.78752136,0
595,68.71906281,0
596,68.71621704,0
597,68.69932556,0
598,68.73726654,0
599,68.66127014,0
600,68.64981079,0
601,68.65574646,0
602,68.67182159,0
603,68.6234436,0
604,68.6802597,0
605,68.66316986,0
606,68.66616821,0
607,68.64839935,0
608,68.7013092,0
609,68.74372864,0
610,68.7121048,0
611,68.71147919,0
612,68.67883301,0
613,68.73326111,0
614,68.66798401,0
615,68.67103577,0
616,68.73482513,0
617,68.64952087,0
618,68.63011932,0
619,68.73065186,0
620,68.63037872,0
621,68.66454315,0
622,68.69428253,0
623,68.6752243,0
624,68.6889267,0
625,68.76771545,0
626,68.7371521,0
627,68.67566681,0
628,68.71577454,0
629,68.66364288,0
630,68.65447998,0
631,68.69880676,0
632,68.72846222,0
633,68.7017746,0
634,68.66187286,0
635,68.72950745,0
636,68.74391174,0
637,68.61569977,0
638,68.67043304,0
639,68.70760345,0
640,68.71141052,0
641,68.66000366,0
642,68.69159698,0
643,68.72285461,0
644,68.6512146,0
645,68.68006897,0
646,68.70491791,0
647,68.71261597,0
648,68.64521027,0
649,68.68990326,0
650,68.66747284,0
651,69.41788902190001,1
652,69.67269691725,1
653,70.04596618739998,1
654,70.44674415199997,1
655,70.81419738849998,1
656,68.66680908,0
657,68.67461395,0
658,68.70842743,0
659,68.67636108,0
660,68.68534088,0
661,68.6508255,0
662,68.67045593,0
663,68.72657013,0
664,68.74615479,0
665,68.69340515,0
666,68.71979523,0
667,68.67984772,0
668,68.73038483,0
669,68.74333191,0
670,68.70092773,0
671,68.73418427,0
672,68.67736053,0
673,68.67061615,0
674,68.76129913,0
675,68.75018311,0
676,68.73508453,0
677,68.67394257,0
678,68.67088318,0
679,68.67165375,0
680,68.75096893,0
681,68.62710571,0
682,68.69319916,0
683,68.66847229,0
684,68.67516327,0
685,68.76025391,0
686,68.66900635,0
687,68.64642334,0
688,68.7023468,0
689,68.72651672,0
690,68.69491577,0
691,68.73384094,0
692,68.6795578,0
693,68.75492096,0
694,68.6410141,0
695,68.67367554,0
696,68.71960449,0
697,68.68038177,0
698,68.67803955,0
699,68.74104309,0
700,68.7237854,0
701,68.66629028,0
702,68.65388489,0
703,68.67262268,0
704,68.66593933,0
705,68.67136383,0
706,68.71621704,0
707,68.6688385,0
708,68.67749023,0
709,68.73235321,0
710,68.69770813,0
711,68.67483521,0
712,68.67289734,0
713,68.67185974,0
714,68.72383118,0
715,68.73805237,0
716,68.73627472,0
717,68.64875031,0
718,68.67325592,0
719,68.7379837,0
720,68.67624664,0
721,68.67326355,0
722,68.63591003,0
723,68.74287415,0
724,68.65158844,0
725,68.66802216,0
726,68.73048401,0
727,68.70140839,0
728,68.67873383,0
729,68.66457367,0
730,68.64652252,0
731,68.73003387,0
732,68.64968109,0
733,68.74333191,0
734,68.73707581,0
735,68.67770386,0
736,68.7416153,0
737,68.74800873,0
738,68.69772339,0
739,68.69680023,0
740,68.66764832,0
741,68.70968628,0
742,68.75778198,0
743,68.72542572,0
744,68.66678619,0
745,68.73887634,0
746,68.74980164,0
747,68.74855042,0
748,68.70781708,0
749,68.73571014,0
750,68.75981903,0
751,68.66903687,0
752,68.64795685,0
753,68.66394806,0
754,68.74826813,0
755,68.64937592,0
756,68.70359039,0
757,68.71678925,0
758,68.64115906,0
759,68.71398926,0
760,68.71431732,0
761,68.64557648,0
762,68.64105988,0
763,68.69595337,0
764,68.65192413,0
765,68.66954041,0
766,68.69667053,0
767,68.73994446,0
768,68.66249847,0
769,68.73764038,0
770,68.67747498,0
771,68.67229462,0
772,68.69482422,0
773,68.65357208,0
774,68.66023254,0
775,68.64549255,0
776,68.67102051,0
777,68.67636871,0
778,68.69606781,0
779,68.66486359,0
780,68.72951508,0
781,69.43182861769999,1
782,69.7601170707,1
783,70.03261230659999,1
784,70.46618499899998,1
785,70.82146629419998,1
786,68.76446533,0
787,68.76480865,0
788,68.73574066,0
789,68.76312256,0
790,68.74854279,0
791,68.71749115,0
792,68.74581909,0
793,68.7698288,0
794,68.7641449,0
795,68.74790955,0
796,68.74034882,0
797,68.75866699,0
798,68.75306702,0
799,68.76398468,0
800,68.77483368,0
801,68.78682709,0
802,68.83263397,0
803,68.77331543,0
804,68.80006409,0
805,68.82221985,0
806,68.86299896,0
807,68.8363266,0
808,68.87138367,0
809,68.86538696,0
810,68.79167938,0
811,68.83482361,0
812,68.83885956,0
813,68.80614471,0
814,68.84268951,0
815,68.81111145,0
816,68.883461,0
817,68.81620026,0
818,68.83313751,0
819,68.81790924,0
820,68.87532806,0
821,68.85597992,0
822,68.83588409,0
823,68.88941193,0
824,68.89174652,0
825,68.88613892,0
826,68.88009644,0
827,68.86849213,0
828,68.90057373,0
829,68.97185516,0
830,68.87654114,0
831,68.88796234,0
832,68.91318512,0
833,68.89094543,0
834,68.811409,0
835,68.8996582,0
836,68.87355042,0
837,68.80961609,0
838,68.87611389,0
839,68.87833405,0
840,68.8737793,0
841,68.91934204,0
842,68.87891388,0
843,68.87149811,0
844,68.86923218,0
845,68.88565826,0
846,68.84545898,0
847,68.89967346,0
848,68.87268829,0
849,68.8872757,0
850,68.80606079,0
851,68.87301636,0
852,68.85260773,0
853,68.76379395,0
854,68.89411926,0
855,68.90260315,0
856,68.84490204,0
857,68.8310318,0
858,68.87474823,0
859,68.90721893,0
860,68.85055542,0
861,68.902771,0
862,68.85427856,0
863,68.837883,0
864,68.89886475,0
865,68.87538147,0
866,68.85347748,0
867,68.87470245,0
868,68.79217529,0
869,68.83513641,0
870,68.6845932,0
871,68.96022797,0
872,68.91168213,0
873,68.97769928,0
874,68.80948639,0
875,68.87399292,0
876,68.93182373,0
877,68.91112518,0
878,68.69239044,0
879,69.06378937,0
880,68.9812851,0
881,68.86231232,0
882,68.79692841,0
883,68.80731964,0
884,68.76075745,0
885,68.80306244,0
886,68.83560944,0
887,68.82514954,0
888,68.86559296,0
889,68.85214996,0
890,68.83905029,0
891,68.8319931,0
892,68.84222412,0
893,68.83974457,0
894,68.82894897,0
895,68.81300354,0
896,68.87175751,0
897,68.8237915,0
898,68.85199738,0
899,68.85470581,0
900,68.80602264,0
901,68.82077789,0
902,68.83989716,0
903,68.80951691,0
904,68.81238556,0
905,68.85836792,0
906,68.80034637,0
907,68.8709259,0
908,68.83831787,0
909,68.86825562,0
910,68.80814362,0
911,68.87310028,0
912,68.80455017,0
913,68.82480621,0
914,68.83587646,0
915,68.81082916,0
916,68.83075714,0
917,68.77153015,0
918,68.80084991,0
919,68.81853485,0
920,68.76944733,0
921,68.73664856,0
922,68.75862885,0
923,68.8010788,0
924,68.74862671,0
925,68.80297089,0
926,68.8376236,0
927,68.779953,0
928,68.77072144,0
929,68.80617523,0
930,68.8188858,0
931,68.84944153,0
932,68.75485229,0
933,68.8132019,0
934,68.84018707,0
935,68.80420685,0
936,68.82925415,0
937,68.80056763,0
938,68.79470825,0
939,68.88580322,0
940,68.8217392,0
941,68.74465179,0
942,68.8010788,0
943,68.80162811,0
944,68.75389862,0
945,68.79716492,0
946,68.78119659,0
947,68.75610352,0
948,68.79781342,0
949,68.74556732,0
950,68.78887177,0
951,68.80125427,0
952,68.68357849,0
953,68.76881409,0
954,68.74248505,0
955,68.8060379,0
956,68.7181015,0
957,68.77931213,0
958,68.73518372,0
959,68.79999542,0
960,68.67733002,0
961,68.75379181,0
962,68.74436951,0
963,68.8081665,0
964,68.76974487,0
965,68.76877594,0
966,68.76554871,0
967,68.77905273,0
968,68.82827759,0
969,68.7793045,0
970,68.84468842,0
971,68.83128357,0
972,68.81142426,0
973,68.77544403,0
974,68.7997818,0
975,68.7975235,0
976,68.76554871,0
977,68.67798615,0
978,69.487124633,1
979,69.83472118454999,1
980,70.07809021019999,1
981,70.49657402474998,1
982,70.86087554649997,1
983,68.76615143,0
984,68.76908875,0
985,68.7413559,0
986,68.80005646,0
987,68.75248718,0
988,68.659729,0
989,68.77139282,0
990,68.74945831,0
991,68.78203583,0
992,68.69181824,0
993,68.77856445,0
994,68.79550934,0
995,68.83985901,0
996,68.80206299,0
997,68.78064728,0
998,68.81575775,0
999,68.76818085,0
1000,68.800354,0
1001,68.76593018,0
1002,68.81356049,0
1003,68.75118256,0
1004,68.80090332,0
1005,68.7689743,0
1006,68.81759644,0
1007,68.74072266,0
1008,68.79925537,0
1009,68.78878784,0
1010,68.79011536,0
1011,68.79473877,0
1012,68.77859497,0
1013,68.80282593,0
1014,68.7470932,0
1015,68.78878784,0
1016,68.76777649,0
1017,68.80143738,0
1018,68.7911377,0
1019,68.77729797,0
1020,68.76531982,0
1021,68.7830658,0
1022,68.79134369,0
1023,68.77298737,0
1024,68.75506592,0
1025,68.7979126,0
1026,68.76303864,0
1027,68.81089783,0
1028,68.74234009,0
1029,68.81552124,0
1030,68.79641724,0
1031,68.72891998,0
1032,68.83366394,0
1033,68.80593872,0
1034,68.74891663,0
1035,68.82027435,0
1036,68.80352783,0
1037,68.79920197,0
1038,68.796875,0
1039,68.77615356,0
1040,68.80528259,0
1041,68.77809906,0
1042,68.76761627,0
1043,68.81652832,0
1044,68.78256226,0
1045,68.73905182,0
1046,68.79680634,0
1047,68.79430389,0
1048,68.71042633,0
1049,68.79955292,0
1050,68.745224,0
1051,68.77980804,0
1052,68.74362946,0
1053,68.79888916,0
1054,68.74451447,0
1055,68.79097748,0
1056,68.7666626,0
1057,68.77754974,0
1058,68.7587204,0
1059,68.76241302,0
1060,68.77581787,0
1061,68.77492523,0
1062,68.82028198,0
1063,68.77122498,0
1064,68.80010223,0
1065,68.77405548,0
1066,68.71067047,0
1067,68.78125,0
1068,68.77413177,0
1069,68.70440674,0
1070,68.80596161,0
1071,68.76844025,0
1072,68.74728394,0
1073,68.79908752,0
1074,68.76394653,0
1075,68.74111176,0
1076,68.77562714,0
1077,68.74302673,0
1078,68.74041748,0
1079,68.74256134,0
1080,68.79717255,0
1081,69.4419384753,1
1082,69.7673653075,1
1083,70.14294524759998,1
1084,70.46719379374997,1
1085,70.84885238739997,1
1086,68.77267456,0
1087,68.6973877,0
1088,68.76365662,0
1089,68.76738739,0
1090,68.74977875,0
1091,68.80069733,0
1092,68.74417114,0
1093,68.81773376,0
1094,68.75575256,0
1095,68.75587463,0
1096,68.68759155,0
1097,68.78913116,0
1098,68.72928619,0
1099,68.73517609,0
1100,68.67162323,0
1101,68.74894714,0
1102,68.68556213,0
1103,68.66339874,0
1104,68.74093628,0
1105,68.74300385,0
1106,68.71290588,0
1107,68.67960358,0
1108,68.68157959,0
1109,68.71330261,0
1110,68.68273926,0
1111,68.65835571,0
1112,68.69697571,0
1113,68.70637512,0
1114,68.73126984,0
1115,68.71015167,0
1116,68.64788818,0
1117,68.67222595,0
1118,68.74827576,0
1119,68.74053192,0
1120,68.64837646,0
1121,68.73552704,0
1122,68.72937775,0
1123,68.63212585,0
1124,68.75469971,0
1125,68.66629791,0
1126,68.66925812,0
1127,68.67657471,0
1128,68.65021515,0
1129,68.76209259,0
1130,68.69822693,0
1131,68.68383026,0
1132,68.74198151,0
1133,68.65660095,0
1134,68.65778351,0
1135,68.7097702,0
1136,68.67900085,0
1137,68.6553421,0
1138,68.65130615,0
1139,68.64790344,0
1140,68.64720154,0
1141,68.73657227,0
1142,68.64742279,0
1143,68.663414,0
1144,68.64645386,0
1145,68.65849304,0
1146,68.72467804,0
1147,68.64691162,0
1148,68.65883636,0
1149,68.67776489,0
1150,68.65525055,0
1151,68.70443726,0
1152,68.65001678,0
1153,68.65139771,0
1154,68.61699677,0
1155,68.64272308,0
1156,68.62055969,0
1157,68.65848541,0
1158,68.63869476,0
1159,68.68793488,0
1160,68.62177277,0
1161,68.6475296,0
1162,68.65816498,0
1163,68.65602112,0
1164,68.61923981,0
1165,68.67154694,0
1166,68.65457916,0
1167,68.73781586,0
1168,68.66796112,0
1169,68.65671539,0
1170,68.65592957,0
1171,68.67865753,0
1172,68.69558716,0
1173,68.70452881,0
1174,68.64118958,0
1175,68.72138214,0
1176,68.69628143,0
1177,68.65026093,0
1178,68.64783478,0
1179,68.68505859,0
1180,68.6756897,0
1181,68.61717987,0
1182,68.65527344,0
1183,68.62071991,0
1184,68.66933441,0
1185,68.6125946,0
1186,68.65879059,0
1187,68.65143585,0
1188,68.6975708,0
1189,68.61567688,0
1190,68.63082886,0
1191,68.719841,0
1192,68.64853668,0
1193,68.69192505,0
1194,68.63957977,0
1195,68.64498901,0
1196,68.64163208,0
1197,68.64672089,0
1198,68.64797974,0
1199,68.65042877,0
1200,68.65905762,0
1201,68.66984558,0
1202,68.64677429,0
1203,68.67203522,0
1204,68.61656189,0
1205,68.70876312,0
1206,68.7151947,0
1207,68.65415192,0
1208,68.66420746,0
1209,68.73426056,0
1210,68.62255859,0
1211,68.70181274,0
1212,68.66613007,0
1213,68.70509338,0
1214,68.67997742,0
1215,68.70891571,0
1216,68.64640808,0
1217,68.69652557,0
1218,68.65081787,0
1219,68.65830994,0
1220,68.69086456,0
1221,68.61857605,0
1222,68.52165985,0
1223,68.50500488,0
1224,68.51974487,0
1225,68.68669128,0
1226,69.04128265,0
1227,69.2310257,0
1228,68.7593689,0
1229,68.59063721,0
1230,68.5750351,0
1231,68.62380981,0
1232,68.64785767,0
1233,68.61736298,0
1234,68.72120667,0
1235,68.64844513,0
1236,68.65341949,0
1237,68.7410965,0
1238,68.72240448,0
1239,68.65155792,0
1240,68.66641235,0
1241,68.66326141,0
1242,68.64514923,0
1243,68.69280243,0
1244,68.69372559,0
1245,68.69569397,0
1246,68.74526215,0
1247,68.69902039,0
1248,68.71594238,0
1249,68.74652863,0
1250,68.72360229,0
1251,68.73986816,0
1252,68.51457977,0
1253,68.55406952,0
1254,68.50471497,0
1255,68.54103088,0
1256,68.53121185,0
1257,68.76953125,0
1258,69.05293274,0
1259,69.10788727,0
1260,69.7498038473,1
1261,69.5932606523,1
1262,69.93730636259998,1
1263,70.33486156849997,1
1264,70.70596534899997,1
1265,68.66453552,0
1266,68.6391449,0
1267,68.7106781,0
1268,68.76689911,0
1269,68.74118805,0
1270,68.71865845,0
1271,68.74172211,0
1272,68.74952698,0
1273,68.6466217,0
1274,68.72296143,0
1275,68.61289215,0
1276,68.46439362,0
1277,68.51719666,0
1278,68.50536346,0
1279,68.51568604,0
1280,68.57371521,0
1281,68.5085144,0
1282,68.50746918,0
1283,68.46650696,0
1284,68.50718689,0
1285,68.54898834,0
1286,68.56713104,0
1287,68.54639435,0
1288,68.54979706,0
1289,68.5434494,0
1290,68.53084564,0
1291,68.50746918,0
1292,68.46433258,0
1293,68.52626038,0
1294,68.57384491,0
1295,68.53180695,0
1296,68.91693878,0
1297,68.79889679,0
1298,68.72595978,0
1299,68.68208313,0
1300,68.68306732,0
1301,68.61461639,0
1302,68.63526154,0
1303,68.64276886,0
1304,68.66810608,0
1305,68.611763,0
1306,68.71248627,0
1307,68.64282227,0
1308,68.70287323,0
1309,68.65476227,0
1310,68.68953705,0
1311,68.65414429,0
1312,68.67037201,0
1313,68.6889267,0
1314,68.74697876,0
1315,68.66182709,0
1316,68.72397614,0
1317,68.64939117,0
1318,68.74206543,0
1319,68.74058533,0
1320,68.63654327,0
1321,68.65847015,0
1322,68.67986298,0
1323,68.722229,0
1324,68.67847443,0
1325,68.64920807,0
1326,68.65003204,0
1327,68.70055389,0
1328,68.64933777,0
1329,68.64578247,0
1330,68.65460205,0
1331,68.68547821,0
1332,68.7002182,0
1333,69.4220655032,1
1334,69.80148464415,1
1335,70.0463552868,1
1336,70.46491031924998,1
1337,70.71592178219997,1
1338,68.76872253,0
1339,68.66150665,0
1340,68.67339325,0
1341,68.73056793,0
1342,68.71704865,0
1343,68.67623901,0
1344,68.6603241,0
1345,68.68550873,0
1346,68.66355896,0
1347,68.73021698,0
1348,68.73756409,0
1349,68.65659332,0
1350,68.7292099,0
1351,68.74098969,0
