,steam_temperature,spike
594,450.0080261,0.0
595,450.039917,0.0
596,449.6788025,0.0
597,449.7463074,0.0
598,450.0464783,0.0
599,450.3184204,0.0
600,450.307251,0.0
601,449.779541,0.0
602,453.999993238,1.0
603,449.5049438,0.0
604,449.1204834,0.0
605,449.5646973,0.0
606,452.4061279,0.0
607,456.830719,0.0
608,460.0294189,0.0
609,461.7086792,0.0
610,462.7628784,0.0
611,462.6016846,0.0
612,461.3102722,0.0
613,460.7564697,0.0
614,459.0569763,0.0
615,452.4195251,0.0
616,444.15979,0.0
617,438.453186,0.0
618,436.1209717,0.0
619,448.460736396,1.0
620,435.3987732,0.0
621,434.8815308,0.0
622,434.6446228,0.0
623,434.327301,0.0
624,434.7880859,0.0
625,435.1220398,0.0
626,434.8652039,0.0
627,434.5532532,0.0
628,434.0778503,0.0
629,433.6478882,0.0
630,433.5376282,0.0
631,433.40802,0.0
632,433.0861206,0.0
633,433.0907898,0.0
634,433.5231323,0.0
635,433.9713135,0.0
636,434.2638855,0.0
637,434.2327881,0.0
638,433.45755,0.0
639,433.3809814,0.0
640,433.6791687,0.0
641,434.0027771,0.0
642,433.8153992,0.0
643,433.3988953,0.0
644,433.5610046,0.0
645,433.5373535,0.0
646,433.3714905,0.0
647,433.5232544,0.0
648,433.7770691,0.0
649,434.1778564,0.0
650,434.2356262,0.0
651,434.2066345,0.0
652,434.559021,0.0
653,435.0956421,0.0
654,434.8610229,0.0
655,434.5608521,0.0
656,434.2940674,0.0
657,434.2246399,0.0
658,438.583407273,1.0
659,434.2409973,0.0
660,433.8786316,0.0
661,433.7136841,0.0
662,433.8651123,0.0
663,433.9209595,0.0
664,433.6251526,0.0
665,433.396698,0.0
666,433.3399658,0.0
667,433.4020081,0.0
668,433.1225586,0.0
669,432.5024414,0.0
670,432.0271912,0.0
671,432.4550171,0.0
672,433.3380737,0.0
673,434.0022278,0.0
674,434.3527222,0.0
675,434.2825928,0.0
676,433.9882813,0.0
677,433.6116028,0.0
678,433.6638489,0.0
679,433.5352783,0.0
680,433.4187622,0.0
681,433.7463074,0.0
682,433.7571106,0.0
683,442.390572552,1.0
684,433.7162476,0.0
685,433.6084595,0.0
686,433.8005676,0.0
687,434.0928345,0.0
688,433.7884521,0.0
689,433.5535889,0.0
690,433.5817871,0.0
691,433.4635315,0.0
692,433.6841736,0.0
693,433.5345459,0.0
694,433.425415,0.0
695,433.7076111,0.0
696,433.7006836,0.0
697,433.4597778,0.0
698,433.2785034,0.0
699,433.5796204,0.0
700,433.7718201,0.0
701,433.772644,0.0
702,433.4862061,0.0
703,433.3186035,0.0
704,445.905664939,1.0
705,441.576483726,1.0
706,441.576483726,1.0
707,432.9181213,0.0
708,433.1062012,0.0
709,433.2653809,0.0
710,433.1316528,0.0
711,433.0003967,0.0
712,432.8454285,0.0
713,432.7828369,0.0
714,432.6600342,0.0
715,432.862915,0.0
716,432.5220032,0.0
717,432.4753418,0.0
718,432.8212891,0.0
719,432.8587952,0.0
720,432.7678223,0.0
721,432.7833862,0.0
722,432.6769104,0.0
723,432.9636536,0.0
724,432.9373779,0.0
725,433.1477356,0.0
726,433.4266357,0.0
727,433.4830017,0.0
728,433.1389465,0.0
729,432.8948975,0.0
730,437.05956118800003,1.0
731,445.71420596400003,1.0
732,432.7322388,0.0
733,433.0672302,0.0
734,433.2639771,0.0
735,432.6602173,0.0
736,432.1161194,0.0
737,432.0888367,0.0
738,432.022583,0.0
739,432.1708679,0.0
740,432.2938232,0.0
741,432.6979675,0.0
742,432.8856201,0.0
743,445.730331129,1.0
744,432.7478943,0.0
745,432.5956116,0.0
746,432.2134094,0.0
747,432.1697083,0.0
748,432.0300293,0.0
749,431.9603271,0.0
750,432.1725464,0.0
751,432.3780518,0.0
752,432.7388611,0.0
753,432.8501892,0.0
754,432.927002,0.0
755,432.6918945,0.0
756,432.569458,0.0
757,432.8934021,0.0
758,432.8781128,0.0
759,432.725769,0.0
760,432.534729,0.0
761,432.1592407,0.0
762,432.0639038,0.0
763,431.5306702,0.0
764,430.9940186,0.0
765,430.5851746,0.0
766,430.5569458,0.0
767,434.871268928,1.0
768,430.5656128,0.0
769,430.9095459,0.0
770,431.2625122,0.0
771,431.3917236,0.0
772,431.5456848,0.0
773,431.7971191,0.0
774,432.2355957,0.0
775,432.4310608,0.0
776,432.6666565,0.0
777,432.1785278,0.0
778,431.4327393,0.0
779,431.1933594,0.0
780,431.035553,0.0
781,431.2380676,0.0
782,431.6108093,0.0
783,431.6847839,0.0
784,432.0014648,0.0
785,432.36203,0.0
786,436.574565147,1.0
787,432.2520447,0.0
788,431.9654236,0.0
789,431.4909058,0.0
790,431.2234802,0.0
791,435.252700478,1.0
792,443.871565834,1.0
793,430.9432678,0.0
794,430.7430725,0.0
795,431.0154114,0.0
796,431.5861511,0.0
797,431.9763184,0.0
798,432.1435547,0.0
799,432.2886047,0.0
800,432.3695374,0.0
801,432.0501404,0.0
802,431.8172302,0.0
803,431.3074036,0.0
804,430.8019409,0.0
805,430.5740967,0.0
806,430.5245056,0.0
807,430.5202942,0.0
808,430.8440552,0.0
809,431.493927,0.0
810,431.9898682,0.0
811,432.249176,0.0
812,432.1456299,0.0
813,431.7632751,0.0
814,431.4369812,0.0
815,431.3137512,0.0
816,431.073761,0.0
817,430.9772034,0.0
818,431.2481384,0.0
819,431.8751831,0.0
820,432.3233337,0.0
821,432.5107117,0.0
822,432.4111633,0.0
823,432.4310608,0.0
824,432.4245605,0.0
825,432.0567017,0.0
826,432.4966431,0.0
827,433.0224304,0.0
828,432.8134766,0.0
829,432.7069702,0.0
830,432.5308533,0.0
831,432.4441528,0.0
832,432.7001648,0.0
833,432.5812683,0.0
834,432.6660767,0.0
835,432.8409119,0.0
836,445.73055113699996,1.0
837,432.7481079,0.0
838,432.8013611,0.0
839,433.0824585,0.0
840,433.4318848,0.0
841,433.2941284,0.0
842,432.6630859,0.0
843,432.5012512,0.0
844,431.9786987,0.0
845,432.12146,0.0
846,432.5748596,0.0
847,433.024231,0.0
848,433.7932129,0.0
849,434.0845947,0.0
850,434.0313416,0.0
851,433.6860657,0.0
852,433.3310547,0.0
853,441.329296926,1.0
854,432.6757813,0.0
855,433.0898743,0.0
856,433.5827332,0.0
857,433.503479,0.0
858,433.2325134,0.0
859,432.8564453,0.0
860,432.6025085,0.0
861,432.4828186,0.0
862,431.9743347,0.0
863,432.2177734,0.0
864,445.468650462,1.0
865,441.14371210800005,1.0
866,432.4938354,0.0
867,432.7476196,0.0
868,432.6373291,0.0
869,432.8961182,0.0
870,433.1212158,0.0
871,432.6891479,0.0
872,432.8902588,0.0
873,433.0508728,0.0
874,433.3358154,0.0
875,433.8942261,0.0
876,433.9425354,0.0
877,433.4622192,0.0
878,433.5197144,0.0
879,433.201416,0.0
880,432.7754211,0.0
881,433.1593018,0.0
882,433.5315247,0.0
883,433.1953125,0.0
884,432.9143066,0.0
885,432.8131104,0.0
886,432.9504089,0.0
887,433.2012024,0.0
888,432.9443665,0.0
889,433.0323486,0.0
890,433.2052307,0.0
891,433.6072998,0.0
892,437.949907195,1.0
893,433.6137695,0.0
894,433.2713013,0.0
895,433.3425293,0.0
896,433.6899109,0.0
897,433.3500061,0.0
898,433.1361084,0.0
899,433.1382446,0.0
900,432.7272339,0.0
901,432.3897705,0.0
902,432.0572205,0.0
903,432.1902466,0.0
904,432.4248352,0.0
905,432.9347839,0.0
906,433.0942993,0.0
907,432.9752197,0.0
908,433.0896912,0.0
909,433.3904419,0.0
910,433.8187866,0.0
911,434.1835938,0.0
912,434.0683594,0.0
913,433.4621582,0.0
914,433.3548279,0.0
915,433.590271,0.0
916,434.1683044,0.0
917,434.2879333,0.0
918,433.9180603,0.0
919,434.5855408,0.0
920,434.5618286,0.0
921,434.1445923,0.0
922,433.6624146,0.0
923,434.1554565,0.0
924,434.1999207,0.0
925,433.3385315,0.0
926,434.1087646,0.0
927,435.1391907,0.0
928,434.9256287,0.0
929,433.9406128,0.0
930,433.7247314,0.0
931,433.1612244,0.0
932,432.8626709,0.0
933,432.8276367,0.0
934,432.9823303,0.0
935,432.7166443,0.0
936,432.6366272,0.0
937,432.5464172,0.0
938,432.7201538,0.0
939,433.1942749,0.0
940,433.4186401,0.0
941,433.5270386,0.0
942,433.3175354,0.0
943,433.4051208,0.0
944,433.138855,0.0
945,432.5968628,0.0
946,432.9270935,0.0
947,433.5483704,0.0
948,433.4811401,0.0
949,433.2062988,0.0
950,432.7807922,0.0
951,441.30321165000004,1.0
952,432.6502075,0.0
953,432.962616,0.0
954,432.7831421,0.0
955,432.9992981,0.0
956,433.2725525,0.0
957,432.9960327,0.0
958,432.4582825,0.0
959,432.1938782,0.0
960,432.0899658,0.0
961,436.865994284,1.0
962,432.5405884,0.0
963,432.6416016,0.0
964,432.8620911,0.0
965,432.7948303,0.0
966,437.007224099,1.0
967,432.6804199,0.0
968,432.0747375,0.0
969,431.6253662,0.0
970,431.2438965,0.0
971,430.9324036,0.0
972,431.153656,0.0
973,431.8549805,0.0
974,432.2015686,0.0
975,432.130249,0.0
976,432.1938782,0.0
977,444.810881338,1.0
978,431.8552246,0.0
979,431.6336975,0.0
980,431.5256348,0.0
981,431.328064,0.0
982,431.4302673,0.0
983,431.2576294,0.0
984,431.0431824,0.0
985,431.8030701,0.0
986,432.1882019,0.0
987,432.3840637,0.0
988,432.0158997,0.0
989,431.6993408,0.0
990,431.7753906,0.0
991,431.9660645,0.0
992,432.0539246,0.0
993,432.7946777,0.0
994,433.3811035,0.0
995,433.4882507,0.0
996,433.3920593,0.0
997,433.0328979,0.0
998,432.6288147,0.0
999,432.3685303,0.0
1000,432.1144409,0.0
1001,431.8414612,0.0
1002,432.4125671,0.0
1003,432.4849548,0.0
1004,432.668396,0.0
1005,432.7880249,0.0
1006,432.8759155,0.0
1007,445.57294558399997,1.0
1008,441.24699465599997,1.0
1009,432.5950928,0.0
1010,432.2477112,0.0
1011,431.8514404,0.0
1012,431.8968811,0.0
1013,432.3740234,0.0
1014,432.5517578,0.0
1015,432.8661499,0.0
1016,432.9033203,0.0
1017,432.7351685,0.0
1018,432.3795776,0.0
1019,432.0800171,0.0
1020,431.9581604,0.0
1021,431.8476563,0.0
1022,431.8405457,0.0
1023,432.078949,0.0
1024,432.7595215,0.0
1025,432.6459351,0.0
1026,431.7581482,0.0
1027,431.1732483,0.0
1028,430.8063965,0.0
1029,430.6047363,0.0
1030,430.7553711,0.0
1031,431.1401672,0.0
1032,431.3727722,0.0
1033,431.1890259,0.0
1034,430.9511719,0.0
1035,430.7987061,0.0
1036,430.5501099,0.0
1037,430.5102844,0.0
1038,430.756958,0.0
1039,431.5167847,0.0
1040,432.098053,0.0
1041,431.8244934,0.0
1042,431.5801392,0.0
1043,431.3546753,0.0
1044,431.1262817,0.0
1045,431.1765747,0.0
1046,431.2612305,0.0
1047,431.6652832,0.0
1048,432.0845337,0.0
1049,432.3840332,0.0
1050,431.824646,0.0
1051,431.4006042,0.0
1052,431.0739746,0.0
1053,435.374172976,1.0
1054,443.995443728,1.0
1055,431.0635376,0.0
1056,431.362793,0.0
1057,431.7355347,0.0
1058,432.0002441,0.0
1059,431.7779541,0.0
1060,431.468811,0.0
1061,431.3060913,0.0
1062,431.2862854,0.0
1063,431.5714417,0.0
1064,431.8978577,0.0
1065,431.9200745,0.0
1066,431.1858521,0.0
1067,430.8276672,0.0
1068,430.6706848,0.0
1069,430.7653809,0.0
1070,431.2781067,0.0
1071,431.9812317,0.0
1072,431.9857178,0.0
1073,431.8185425,0.0
1074,431.4429932,0.0
1075,431.2241211,0.0
1076,431.1750793,0.0
1077,431.0230408,0.0
1078,431.2511902,0.0
1079,431.3360596,0.0
1080,431.7789001,0.0
1081,431.9500427,0.0
1082,432.3135071,0.0
1083,431.7427673,0.0
1084,431.6054382,0.0
1085,431.6840515,0.0
1086,431.4114075,0.0
1087,431.1811829,0.0
1088,431.2836914,0.0
1089,431.233429,0.0
1090,431.7455444,0.0
1091,432.0471802,0.0
1092,431.850708,0.0
1093,431.7770081,0.0
1094,431.6217346,0.0
1095,431.3755798,0.0
1096,430.7904663,0.0
1097,430.2822571,0.0
1098,430.397583,0.0
1099,430.7183228,0.0
1100,430.6308594,0.0
1101,430.8305054,0.0
1102,430.930481,0.0
1103,430.6938782,0.0
1104,430.8530579,0.0
1105,431.1773071,0.0
1106,431.2860107,0.0
1107,431.2769775,0.0
1108,431.2227173,0.0
1109,431.4327698,0.0
1110,431.2499084,0.0
1111,431.0578918,0.0
1112,430.7444763,0.0
1113,431.2162476,0.0
1114,431.5193481,0.0
1115,431.9094238,0.0
1116,431.6907043,0.0
1117,431.5921326,0.0
1118,431.6353149,0.0
1119,431.5800781,0.0
1120,431.3569336,0.0
1121,430.8148499,0.0
1122,430.6755981,0.0
1123,430.9082336,0.0
1124,430.8431091,0.0
1125,431.3293457,0.0
1126,431.3508301,0.0
1127,431.3421326,0.0
1128,431.6412048,0.0
1129,431.4568176,0.0
1130,431.0498657,0.0
1131,430.9733582,0.0
1132,431.1045227,0.0
1133,431.5414429,0.0
1134,431.9878845,0.0
1135,431.8544922,0.0
1136,431.7142639,0.0
1137,431.6129761,0.0
1138,431.7339783,0.0
1139,431.2933655,0.0
1140,430.7107544,0.0
1141,430.0284424,0.0
1142,429.8916321,0.0
1143,430.0939331,0.0
1144,431.0411072,0.0
1145,431.2736206,0.0
1146,431.7136841,0.0
1147,431.8425598,0.0
1148,431.543335,0.0
1149,431.2253723,0.0
1150,430.6218262,0.0
1151,430.3074341,0.0
1152,430.5671997,0.0
1153,430.7290039,0.0
1154,443.256199956,1.0
1155,430.3458252,0.0
