,steam_pressure,spike
222,68.71640015,0.0
223,68.60771942,0.0
224,68.64998627,0.0
225,68.66749573,0.0
226,68.66763306,0.0
227,68.65496063,0.0
228,68.67813873,0.0
229,68.64380646,0.0
230,68.65037537,0.0
231,68.61904144,0.0
232,68.66892242,0.0
233,68.66811371,0.0
234,68.62411499,0.0
235,68.66400146,0.0
236,68.64584351,0.0
237,68.62625122,0.0
238,68.65717316,0.0
239,68.67177582,0.0
240,68.62232971,0.0
241,68.69971466,0.0
242,68.66734314,0.0
243,68.67428589,0.0
244,68.65668488,0.0
245,68.66596222,0.0
246,68.70191193,0.0
247,68.66867065,0.0
248,68.61019897,0.0
249,68.6645813,0.0
250,68.65345001,0.0
251,68.66123962,0.0
252,68.65662384,0.0
253,68.64419556,0.0
254,68.67980194,0.0
255,68.63677979,0.0
256,68.64241791,0.0
257,68.62502289,0.0
258,68.63294983,0.0
259,68.66762543,0.0
260,68.64910126,0.0
261,68.61536407,0.0
262,68.70053864,0.0
263,68.64189911,0.0
264,68.66809082,0.0
265,68.6446991,0.0
266,68.65129089,0.0
267,68.6730423,0.0
268,68.67883301,0.0
269,68.63265991,0.0
270,68.64711761,0.0
271,68.64833832,0.0
272,68.69922638,0.0
273,68.64837646,0.0
274,68.62447357,0.0
275,68.64992523,0.0
276,68.66540527,0.0
277,68.65686035,0.0
278,68.65784454,0.0
279,68.61109161,0.0
280,68.64437103,0.0
281,68.63954163,0.0
282,68.67668152,0.0
283,68.6414032,0.0
284,68.63739014,0.0
285,68.6463089,0.0
286,68.6534729,0.0
287,68.65544891,0.0
288,68.6076889,0.0
289,68.63856506,0.0
290,68.66029358,0.0
291,68.64512634,0.0
292,68.62406921,0.0
293,68.59626007,0.0
294,68.7117691,0.0
295,68.67990112,0.0
296,68.66899109,0.0
297,68.6856308,0.0
298,68.6879425,0.0
299,68.64671326,0.0
300,68.67735291,0.0
301,68.64638519,0.0
302,68.66474915,0.0
303,68.61193085,0.0
304,68.64351654,0.0
305,68.65309906,0.0
306,70.72876220510001,1.0
307,70.72876220510001,1.0
308,68.66870117,0.0
309,68.57868195,0.0
310,68.62941742,0.0
311,68.69687653,0.0
312,68.63776398,0.0
313,68.66195679,0.0
314,68.64453125,0.0
315,68.62214661,0.0
316,68.65816498,0.0
317,68.60752869,0.0
318,68.6780014,0.0
319,68.65023041,0.0
320,68.69499207,0.0
321,68.64174652,0.0
322,68.62771606,0.0
323,68.64838409,0.0
324,70.065537876,1.0
325,68.6917038,0.0
326,68.65007782,0.0
327,68.6332016,0.0
328,68.64373016,0.0
329,68.70066833,0.0
330,68.6464386,0.0
331,68.67477417,0.0
332,68.63764191,0.0
333,68.727211,0.0
334,68.6116333,0.0
335,68.66183472,0.0
336,68.62993622,0.0
337,68.6301651,0.0
338,68.65391541,0.0
339,68.60903168,0.0
340,68.65163422,0.0
341,68.66494751,0.0
342,68.6388092,0.0
343,68.63648987,0.0
344,68.61103821,0.0
345,68.61378479,0.0
346,68.62435913,0.0
347,68.62631226,0.0
348,68.64470673,0.0
349,70.6548001093,1.0
350,68.59689331,0.0
351,68.60697174,0.0
352,68.65052795,0.0
353,68.66445923,0.0
354,69.9218746908,1.0
355,68.55085754,0.0
356,68.65783691,0.0
357,68.59506226,0.0
358,68.62034607,0.0
359,68.61696625,0.0
360,68.64517212,0.0
361,68.6439743,0.0
362,68.62376404,0.0
363,68.64414978,0.0
364,68.60894775,0.0
365,68.63085938,0.0
366,68.59505463,0.0
367,68.60361481,0.0
368,68.59274292,0.0
369,68.57111359,0.0
370,68.63749695,0.0
371,68.58092499,0.0
372,68.59981537,0.0
373,68.64482117,0.0
374,70.70462158010001,1.0
375,70.0181689434,1.0
376,68.64526367,0.0
377,68.60895538,0.0
378,68.61396027,0.0
379,68.6440506,0.0
380,68.66499329,0.0
381,68.69068909,0.0
382,68.65340424,0.0
383,68.69301605,0.0
384,68.66835022,0.0
385,68.71736145,0.0
386,68.69062042,0.0
387,68.66815186,0.0
388,68.6499939,0.0
389,70.10326492200001,1.0
390,68.7286911,0.0
391,68.65353394,0.0
392,68.68018341,0.0
393,68.64574432,0.0
394,68.72907257,0.0
395,68.65557861,0.0
396,68.6550293,0.0
397,68.67990112,0.0
398,68.66792297,0.0
399,68.66888428,0.0
400,68.67849731,0.0
401,68.67733002,0.0
402,68.63993073,0.0
403,68.74150848,0.0
404,68.66718292,0.0
405,68.76106262,0.0
406,68.70314789,0.0
407,68.67298126,0.0
408,68.73943329,0.0
409,68.67702484,0.0
410,69.3647505989,1.0
411,69.3647505989,1.0
412,68.67797089,0.0
413,68.71404266,0.0
414,68.71391296,0.0
415,68.70848083,0.0
416,68.72280884,0.0
417,68.67504883,0.0
418,68.67086792,0.0
419,68.6969986,0.0
420,68.72689819,0.0
421,68.67751312,0.0
422,68.71076965,0.0
423,68.67211914,0.0
424,68.67093658,0.0
425,68.65007019,0.0
426,68.68131256,0.0
427,68.76873016,0.0
428,70.04396621219999,1.0
429,69.3572606611,1.0
430,69.3572606611,1.0
431,68.67055511,0.0
432,68.73988342,0.0
433,68.72620392,0.0
434,68.70040894,0.0
435,68.65638733,0.0
436,68.67169952,0.0
437,68.68065643,0.0
438,68.67404938,0.0
439,68.65509796,0.0
440,68.70321655,0.0
441,68.70721436,0.0
442,68.66919708,0.0
443,68.67796326,0.0
444,68.72016907,0.0
445,68.65536499,0.0
446,68.67906189,0.0
447,68.64146423,0.0
448,68.67205048,0.0
449,68.67784119,0.0
450,68.65460968,0.0
451,68.64492035,0.0
452,68.70542145,0.0
453,68.72611237,0.0
454,68.62988281,0.0
455,68.69207764,0.0
456,68.70428467,0.0
457,68.65377045,0.0
458,68.66399384,0.0
459,68.66699219,0.0
460,68.67172241,0.0
461,68.66966248,0.0
462,69.3999578859,1.0
463,68.71282959,0.0
464,68.67454529,0.0
465,68.71350861,0.0
466,70.72631042399999,1.0
467,68.6663208,0.0
468,69.3833367199,1.0
469,68.69637299,0.0
470,68.66860962,0.0
471,68.72727203,0.0
472,68.630867,0.0
473,68.6759491,0.0
474,68.66507721,0.0
475,68.66837311,0.0
476,68.70220184,0.0
477,68.74451447,0.0
478,68.73548889,0.0
479,68.67775726,0.0
480,68.67550659,0.0
481,68.73233032,0.0
482,68.67394257,0.0
483,68.73049927,0.0
484,68.73958588,0.0
485,68.75302124,0.0
486,68.67362213,0.0
487,68.7090683,0.0
488,68.70344543,0.0
489,68.76409149,0.0
490,68.76273346,0.0
491,69.3550645474,1.0
492,69.3550645474,1.0
493,69.3550645474,1.0
494,68.66838074,0.0
495,68.76357269,0.0
496,68.67707062,0.0
497,68.76187134,0.0
498,70.7395751966,1.0
499,70.7395751966,1.0
500,69.3659912122,1.0
501,68.67919922,0.0
502,68.70912933,0.0
503,68.67713928,0.0
504,68.73667908,0.0
505,68.66929626,0.0
506,68.66069031,0.0
507,68.64807129,0.0
508,68.67192078,0.0
509,68.69877625,0.0
510,68.70340729,0.0
511,68.64498138,0.0
512,68.64550018,0.0
513,68.71611023,0.0
514,68.65247345,0.0
515,68.6683197,0.0
516,68.64453125,0.0
517,68.64496613,0.0
518,68.66881561,0.0
519,68.67491913,0.0
520,68.65312958,0.0
521,68.64284515,0.0
522,68.75015259,0.0
523,68.70174408,0.0
524,68.7381134,0.0
525,68.72945404,0.0
526,68.7089386,0.0
527,68.74417114,0.0
528,68.71544647,0.0
529,68.71337891,0.0
530,68.69788361,0.0
531,68.67581177,0.0
532,68.70407104,0.0
533,68.76246643,0.0
534,68.67284393,0.0
535,68.70436096,0.0
536,68.67156219,0.0
537,68.75535583,0.0
538,68.74294281,0.0
539,68.74626923,0.0
540,68.74884033,0.0
541,70.0688063028,1.0
542,68.69490814,0.0
543,68.73619843,0.0
544,68.68049622,0.0
545,68.78147125,0.0
546,68.73287201,0.0
547,68.76301575,0.0
548,68.70930481,0.0
549,68.75231934,0.0
550,68.68834686,0.0
551,68.75411987,0.0
552,68.76715088,0.0
553,68.71028137,0.0
554,70.0757556138,1.0
555,68.70172119,0.0
556,69.43563522689999,1.0
557,70.1231167638,1.0
558,70.8105983007,1.0
559,68.74815369,0.0
560,68.67421722,0.0
561,68.74945068,0.0
562,68.67629242,0.0
563,68.75038147,0.0
564,68.76924133,0.0
565,68.67852783,0.0
566,68.70571136,0.0
567,68.73573303,0.0
568,68.66960144,0.0
569,68.73265839,0.0
570,68.68274689,0.0
571,68.70414734,0.0
572,68.71750641,0.0
573,68.70145416,0.0
574,68.70088196,0.0
575,68.64424133,0.0
576,68.70623779,0.0
577,68.66804504,0.0
578,68.70780945,0.0
579,68.70574188,0.0
580,68.62787628,0.0
581,68.73352814,0.0
582,68.74338531,0.0
583,68.65899658,0.0
584,68.68005371,0.0
585,68.69737244,0.0
586,68.68796539,0.0
587,68.6747818,0.0
588,68.68056488,0.0
589,68.66265869,0.0
590,68.69239044,0.0
591,68.74907684,0.0
592,68.71311188,0.0
593,68.65562439,0.0
594,68.73619843,0.0
595,68.71623993,0.0
596,68.69074249,0.0
597,68.64826202,0.0
598,68.45892334,0.0
599,68.59266663,0.0
600,68.56306458,0.0
601,68.55467987,0.0
602,68.5661087,0.0
603,68.61009216,0.0
604,68.60151672,0.0
605,68.58821869,0.0
606,68.65434265,0.0
607,68.55288696,0.0
608,68.54767609,0.0
609,68.60792542,0.0
610,68.5958252,0.0
611,68.60164642,0.0
612,68.56829071,0.0
613,68.57637787,0.0
614,68.54290771,0.0
615,68.39968109,0.0
616,68.45206451,0.0
617,68.59651947,0.0
618,68.48815155,0.0
619,68.6360321,0.0
620,68.54216003,0.0
621,68.62979889,0.0
622,68.58006287,0.0
623,68.5906601,0.0
624,68.86650085,0.0
625,68.68251801,0.0
626,68.76880646,0.0
627,68.80409241,0.0
628,68.77632904,0.0
629,68.71606445,0.0
630,68.76404572,0.0
631,68.78627777,0.0
632,68.66055298,0.0
633,68.78752136,0.0
634,68.71906281,0.0
635,68.71621704,0.0
636,68.69932556,0.0
637,68.73726654,0.0
638,68.66127014,0.0
639,68.64981079,0.0
640,68.65574646,0.0
641,68.67182159,0.0
642,68.6234436,0.0
643,68.6802597,0.0
644,68.66316986,0.0
645,68.66616821,0.0
646,68.64839935,0.0
647,68.7013092,0.0
648,68.74372864,0.0
649,68.7121048,0.0
650,68.71147919,0.0
651,68.67883301,0.0
652,68.73326111,0.0
653,68.66798401,0.0
654,68.67103577,0.0
655,68.73482513,0.0
656,68.64952087,0.0
657,68.63011932,0.0
658,68.73065186,0.0
659,68.63037872,0.0
660,68.66454315,0.0
661,68.69428253,0.0
662,68.6752243,0.0
663,68.6889267,0.0
664,68.76771545,0.0
665,68.7371521,0.0
666,68.67566681,0.0
667,68.71577454,0.0
668,68.66364288,0.0
669,68.65447998,0.0
670,68.69880676,0.0
671,68.72846222,0.0
672,68.7017746,0.0
673,68.66187286,0.0
674,68.72950745,0.0
675,68.74391174,0.0
676,68.61569977,0.0
677,68.67043304,0.0
678,68.70760345,0.0
679,68.71141052,0.0
680,70.7198037698,1.0
681,68.66000366,0.0
682,68.69159698,0.0
683,68.72285461,0.0
684,68.6512146,0.0
685,68.68006897,0.0
686,68.70491791,0.0
687,68.71261597,0.0
688,68.64521027,0.0
689,68.68990326,0.0
690,68.66747284,0.0
691,68.73058319,0.0
692,68.64305115,0.0
693,68.67251587,0.0
694,68.72853088,0.0
695,68.75164795,0.0
696,68.66680908,0.0
697,68.67461395,0.0
698,68.70842743,0.0
699,70.7366519124,1.0
700,68.67636108,0.0
701,68.68534088,0.0
702,68.6508255,0.0
703,68.67045593,0.0
704,68.72657013,0.0
705,70.8085394337,1.0
706,70.8085394337,1.0
707,70.1210778858,1.0
708,68.74615479,0.0
709,68.69340515,0.0
710,68.71979523,0.0
711,68.67984772,0.0
712,68.73038483,0.0
713,68.74333191,0.0
714,68.70092773,0.0
715,68.73418427,0.0
716,68.67736053,0.0
717,68.67061615,0.0
718,68.76129913,0.0
719,68.75018311,0.0
720,68.73508453,0.0
721,68.67394257,0.0
722,68.67088318,0.0
723,68.67165375,0.0
724,68.75096893,0.0
725,68.62710571,0.0
726,68.69319916,0.0
727,68.66847229,0.0
728,68.67516327,0.0
729,68.76025391,0.0
730,70.7290765405,1.0
731,68.66900635,0.0
732,68.64642334,0.0
733,68.7023468,0.0
734,68.72651672,0.0
735,68.69491577,0.0
736,68.73384094,0.0
737,68.6795578,0.0
738,68.75492096,0.0
739,68.6410141,0.0
740,68.67367554,0.0
741,68.71960449,0.0
742,68.68038177,0.0
743,68.67803955,0.0
744,68.74104309,0.0
745,68.7237854,0.0
746,68.66629028,0.0
747,68.65388489,0.0
748,69.35934890680001,1.0
749,68.67262268,0.0
750,68.66593933,0.0
751,68.67136383,0.0
752,68.71621704,0.0
753,69.355526885,1.0
754,68.6688385,0.0
755,68.67749023,0.0
756,68.73235321,0.0
757,68.69770813,0.0
758,68.67483521,0.0
759,68.67289734,0.0
760,68.67185974,0.0
761,68.72383118,0.0
762,68.73805237,0.0
763,68.73627472,0.0
764,68.64875031,0.0
765,68.67325592,0.0
766,68.7379837,0.0
767,68.67624664,0.0
768,68.67326355,0.0
769,68.63591003,0.0
770,68.74287415,0.0
771,68.65158844,0.0
772,68.66802216,0.0
773,68.73048401,0.0
774,68.70140839,0.0
775,68.67873383,0.0
776,68.66457367,0.0
777,68.64652252,0.0
778,68.73003387,0.0
779,68.64968109,0.0
780,68.74333191,0.0
781,68.73707581,0.0
782,68.67770386,0.0
783,69.42903145300001,1.0
784,68.7416153,0.0
785,68.74800873,0.0
786,68.69772339,0.0
787,68.69680023,0.0
788,68.66764832,0.0
789,68.70968628,0.0
790,68.75778198,0.0
791,68.72542572,0.0
792,68.66678619,0.0
793,68.73887634,0.0
794,68.74980164,0.0
795,68.74855042,0.0
796,68.70781708,0.0
797,68.73571014,0.0
798,68.75981903,0.0
799,68.66903687,0.0
800,68.64795685,0.0
801,68.66394806,0.0
802,68.74826813,0.0
803,68.64937592,0.0
804,70.07766219780001,1.0
805,69.3906262939,1.0
806,68.70359039,0.0
807,68.71678925,0.0
808,68.64115906,0.0
809,68.71398926,0.0
810,68.71431732,0.0
811,68.64557648,0.0
812,68.64105988,0.0
813,68.69595337,0.0
814,68.65192413,0.0
815,68.66954041,0.0
816,68.69667053,0.0
817,68.73994446,0.0
818,68.66249847,0.0
819,68.73764038,0.0
820,68.67747498,0.0
821,68.67229462,0.0
822,68.69482422,0.0
823,68.65357208,0.0
824,68.66023254,0.0
825,68.64549255,0.0
826,68.67102051,0.0
827,68.67636871,0.0
828,68.69606781,0.0
829,68.66486359,0.0
830,68.72951508,0.0
831,68.74438477,0.0
832,68.72917938,0.0
833,68.65942383,0.0
834,68.74749756,0.0
835,68.75870514,0.0
836,68.76446533,0.0
837,68.76480865,0.0
838,68.73574066,0.0
839,68.76312256,0.0
840,68.74854279,0.0
841,68.71749115,0.0
842,70.80819366269999,1.0
843,68.74581909,0.0
844,68.7698288,0.0
845,68.7641449,0.0
846,68.74790955,0.0
847,68.74034882,0.0
848,68.75866699,0.0
849,68.75306702,0.0
850,68.76398468,0.0
851,68.77483368,0.0
852,68.78682709,0.0
853,68.83263397,0.0
854,68.77331543,0.0
855,68.80006409,0.0
856,69.5104420485,1.0
857,69.5104420485,1.0
858,69.5104420485,1.0
859,68.82221985,0.0
860,68.86299896,0.0
861,68.8363266,0.0
862,68.87138367,0.0
863,68.86538696,0.0
864,68.79167938,0.0
865,68.83482361,0.0
866,68.83885956,0.0
867,68.80614471,0.0
868,68.84268951,0.0
869,68.81111145,0.0
870,68.883461,0.0
871,68.81620026,0.0
872,68.83313751,0.0
873,68.81790924,0.0
874,68.87532806,0.0
875,68.85597992,0.0
876,68.83588409,0.0
877,68.88941193,0.0
878,68.89174652,0.0
879,68.88613892,0.0
880,68.88009644,0.0
881,68.86849213,0.0
882,68.90057373,0.0
883,68.97185516,0.0
884,68.87654114,0.0
885,68.88796234,0.0
886,68.91318512,0.0
887,68.89094543,0.0
888,68.811409,0.0
889,68.8996582,0.0
890,68.87355042,0.0
891,68.80961609,0.0
892,68.87611389,0.0
893,68.87833405,0.0
894,68.8737793,0.0
895,68.91934204,0.0
896,68.87891388,0.0
897,68.87149811,0.0
898,68.86923218,0.0
899,68.88565826,0.0
900,68.84545898,0.0
901,68.89967346,0.0
902,68.87268829,0.0
903,68.8872757,0.0
904,68.80606079,0.0
905,68.87301636,0.0
906,68.85260773,0.0
907,68.76379395,0.0
908,68.89411926,0.0
909,68.90260315,0.0
910,68.84490204,0.0
911,68.8310318,0.0
912,68.87474823,0.0
913,68.90721893,0.0
914,68.85055542,0.0
915,68.902771,0.0
916,68.85427856,0.0
917,68.837883,0.0
918,68.89886475,0.0
919,68.87538147,0.0
920,68.85347748,0.0
921,68.87470245,0.0
922,68.79217529,0.0
923,68.83513641,0.0
924,68.6845932,0.0
925,68.96022797,0.0
926,68.91168213,0.0
927,68.97769928,0.0
928,68.80948639,0.0
929,68.87399292,0.0
930,68.93182373,0.0
931,68.91112518,0.0
932,68.69239044,0.0
933,69.06378937,0.0
934,68.9812851,0.0
935,68.86231232,0.0
936,68.79692841,0.0
937,68.80731964,0.0
938,68.76075745,0.0
939,68.80306244,0.0
940,68.83560944,0.0
941,68.82514954,0.0
942,68.86559296,0.0
943,68.85214996,0.0
944,68.83905029,0.0
945,68.8319931,0.0
946,68.84222412,0.0
947,68.83974457,0.0
948,68.82894897,0.0
949,68.81300354,0.0
950,68.87175751,0.0
951,68.8237915,0.0
952,68.85199738,0.0
953,68.85470581,0.0
954,68.80602264,0.0
955,68.82077789,0.0
956,68.83989716,0.0
957,68.80951691,0.0
958,68.81238556,0.0
959,68.85836792,0.0
960,68.80034637,0.0
961,68.8709259,0.0
962,68.83831787,0.0
963,68.86825562,0.0
964,68.80814362,0.0
965,68.87310028,0.0
966,68.80455017,0.0
967,68.82480621,0.0
968,68.83587646,0.0
969,68.81082916,0.0
970,68.83075714,0.0
971,68.77153015,0.0
972,68.80084991,0.0
973,68.81853485,0.0
974,68.76944733,0.0
975,68.73664856,0.0
976,68.75862885,0.0
977,68.8010788,0.0
978,68.74862671,0.0
979,68.80297089,0.0
980,68.8376236,0.0
981,68.779953,0.0
982,68.77072144,0.0
983,68.80617523,0.0
984,68.8188858,0.0
985,68.84944153,0.0
986,68.75485229,0.0
987,68.8132019,0.0
988,68.84018707,0.0
989,68.80420685,0.0
990,68.82925415,0.0
991,68.80056763,0.0
992,68.79470825,0.0
993,68.88580322,0.0
994,68.8217392,0.0
995,68.74465179,0.0
996,68.8010788,0.0
997,68.80162811,0.0
998,68.75389862,0.0
999,68.79716492,0.0
1000,68.78119659,0.0
1001,68.75610352,0.0
1002,68.79781342,0.0
1003,68.74556732,0.0
1004,68.78887177,0.0
1005,68.80125427,0.0
1006,68.68357849,0.0
1007,68.76881409,0.0
1008,68.74248505,0.0
1009,68.8060379,0.0
1010,68.7181015,0.0
1011,68.77931213,0.0
1012,68.73518372,0.0
1013,70.1759953284,1.0
1014,70.1759953284,1.0
1015,70.8639952826,1.0
1016,68.79999542,0.0
1017,68.67733002,0.0
1018,68.75379181,0.0
1019,68.74436951,0.0
1020,68.8081665,0.0
1021,68.76974487,0.0
1022,68.76877594,0.0
1023,68.76554871,0.0
1024,68.77905273,0.0
1025,68.82827759,0.0
1026,68.7793045,0.0
1027,68.84468842,0.0
1028,68.83128357,0.0
1029,68.81142426,0.0
1030,68.77544403,0.0
1031,68.7997818,0.0
1032,68.7975235,0.0
1033,68.76554871,0.0
1034,68.67798615,0.0
1035,68.7991333,0.0
1036,68.80268097,0.0
1037,68.70401001,0.0
1038,68.77714539,0.0
1039,68.79696655,0.0
1040,68.76615143,0.0
1041,68.76908875,0.0
1042,68.7413559,0.0
1043,68.80005646,0.0
1044,68.75248718,0.0
1045,68.659729,0.0
1046,68.77139282,0.0
1047,68.74945831,0.0
1048,68.78203583,0.0
1049,68.69181824,0.0
1050,68.77856445,0.0
1051,68.79550934,0.0
1052,68.83985901,0.0
1053,68.80206299,0.0
1054,68.78064728,0.0
1055,68.81575775,0.0
1056,68.76818085,0.0
1057,68.800354,0.0
1058,68.76593018,0.0
1059,68.81356049,0.0
1060,68.75118256,0.0
1061,68.80090332,0.0
1062,68.7689743,0.0
1063,68.81759644,0.0
1064,68.74072266,0.0
1065,68.79925537,0.0
1066,68.78878784,0.0
1067,68.79011536,0.0
1068,68.79473877,0.0
1069,68.77859497,0.0
1070,68.80282593,0.0
1071,68.7470932,0.0
1072,68.78878784,0.0
1073,68.76777649,0.0
1074,68.80143738,0.0
1075,68.7911377,0.0
1076,68.77729797,0.0
1077,68.76531982,0.0
1078,68.7830658,0.0
1079,68.79134369,0.0
1080,68.77298737,0.0
1081,68.75506592,0.0
1082,68.7979126,0.0
1083,68.76303864,0.0
1084,68.81089783,0.0
1085,68.74234009,0.0
1086,68.81552124,0.0
1087,68.79641724,0.0
1088,68.72891998,0.0
1089,68.83366394,0.0
1090,68.80593872,0.0
1091,68.74891663,0.0
1092,68.82027435,0.0
1093,68.80352783,0.0
1094,68.79920197,0.0
1095,68.796875,0.0
1096,68.77615356,0.0
1097,68.80528259,0.0
1098,68.77809906,0.0
1099,68.76761627,0.0
1100,68.81652832,0.0
1101,68.78256226,0.0
1102,68.73905182,0.0
1103,68.79680634,0.0
1104,68.79430389,0.0
1105,68.71042633,0.0
1106,68.79955292,0.0
1107,68.745224,0.0
1108,68.77980804,0.0
1109,68.74362946,0.0
1110,68.79888916,0.0
1111,68.74451447,0.0
1112,68.79097748,0.0
1113,68.7666626,0.0
1114,68.77754974,0.0
1115,68.7587204,0.0
1116,68.76241302,0.0
1117,68.77581787,0.0
1118,68.77492523,0.0
1119,68.82028198,0.0
1120,68.77122498,0.0
1121,68.80010223,0.0
1122,68.77405548,0.0
1123,68.71067047,0.0
1124,68.78125,0.0
1125,68.77413177,0.0
1126,68.70440674,0.0
1127,68.80596161,0.0
1128,68.76844025,0.0
1129,68.74728394,0.0
1130,68.79908752,0.0
1131,68.76394653,0.0
1132,68.74111176,0.0
1133,68.77562714,0.0
1134,69.4304569973,1.0
1135,68.74302673,0.0
1136,68.74041748,0.0
1137,68.74256134,0.0
1138,68.79717255,0.0
1139,68.75439453,0.0
1140,68.7363205,0.0
1141,68.76759338,0.0
1142,68.74848175,0.0
1143,68.78529358,0.0
1144,68.77267456,0.0
1145,68.6973877,0.0
1146,68.76365662,0.0
1147,68.76738739,0.0
