,steam_flow,bias
724,56.8789444,0
725,58.2836647,0
726,58.10998535,0
727,58.27408981,0
728,57.88970184,0
729,57.53461838,0
730,58.29257965,0
731,58.58752441,0
732,58.34590149,0
733,58.36339188,0
734,58.13269043,0
735,58.08050156,0
736,58.31179428,0
737,58.43350601,0
738,58.5112915,0
739,59.00431061,0
740,58.53562164,0
741,58.61975098,0
742,58.44113922,0
743,58.15346909,0
744,58.67539597,0
745,58.55147934,0
746,58.72131348,0
747,58.62651062,0
748,58.3615303,0
749,58.44888306,0
750,58.09810638,0
751,57.68579865,0
752,57.97661591,0
753,58.40184402,0
754,57.89435959,0
755,58.10623932,0
756,58.29816818,0
757,57.77359772,0
758,57.95323563,0
759,58.05281448,0
760,57.68957138,0
761,57.91350937,0
762,58.33259964,0
763,58.87379837,0
764,58.38917542,0
765,58.49290466,0
766,58.49444199,0
767,57.98936844,0
768,57.92214203,0
769,58.30773544,0
770,57.6207962,0
771,58.20602798,0
772,57.77223969,0
773,57.85273361,0
774,58.05902863,0
775,58.38497925,0
776,58.51755142,0
777,58.15655136,0
778,58.25123978,0
779,59.08190918,0
780,59.64253616,0
781,59.36858368,0
782,58.48867416,0
783,59.18278885,0
784,59.41199875,0
785,58.95097351,0
786,59.20147705,0
787,59.09756088,0
788,59.38328171,0
789,59.46490479,0
790,59.20349884,0
791,59.05974579,0
792,59.78369141,0
793,60.455395047799996,1
794,60.062069737799995,1
795,60.2783414418,1
796,60.1604290019,1
797,59.878963312900005,1
798,60.40773392,0
799,61.02506638,0
800,60.65406418,0
801,61.93460846,0
802,61.28627014,0
803,60.55410385,0
804,61.40732956,0
805,61.49259186,0
806,61.88458633,0
807,61.766716,0
808,61.77848816,0
809,61.27353668,0
810,61.33477402,0
811,61.94935608,0
812,61.75177765,0
813,61.04298019,0
814,61.74673843,0
815,61.88468552,0
816,61.83158875,0
817,61.08436203,0
818,61.82827759,0
819,61.39312363,0
820,61.69545746,0
821,61.46452713,0
822,61.99872971,0
823,62.61495972,0
824,62.16355515,0
825,62.75492477,0
826,62.34168243,0
827,62.11462402,0
828,63.11771774,0
829,61.94900513,0
830,61.20671082,0
831,62.57943344,0
832,62.21450424,0
833,61.74178696,0
834,62.02654266,0
835,62.49261093,0
836,62.5003768928,1
837,63.1991287278,1
838,62.861188050500004,1
839,62.3928285982,1
840,62.989233477000006,1
841,62.79485321,0
842,62.04258347,0
843,61.6178093,0
844,62.16997528,0
845,61.87724304,0
846,61.77868271,0
847,62.26954651,0
848,61.21942902,0
849,61.83705902,0
850,61.71641541,0
851,61.27449799,0
852,60.74455643,0
853,61.47959518,0
854,62.95766449,0
855,61.91249084,0
856,61.23950577,0
857,61.92715073,0
858,62.67912674,0
859,62.69638824,0
860,62.20911026,0
861,61.77270126,0
862,61.43296814,0
863,61.56016541,0
864,62.39342499,0
865,62.3482399,0
866,62.0838623,0
867,61.16778564,0
868,60.76933289,0
869,60.64458084,0
870,62.82268524,0
871,64.48425293,0
872,63.0850563,0
873,62.12817764,0
874,63.06279755,0
875,64.74014282,0
876,62.235672,0
877,63.0411377,0
878,63.10335159,0
879,62.36862946,0
880,60.67288589,0
881,60.84438705,0
882,61.20031357,0
883,61.1766777,0
884,60.82437134,0
885,60.65458298,0
886,61.36737823,0
887,60.9669342,0
888,61.4178009,0
889,60.90802765,0
890,61.21100998,0
891,61.12092972,0
892,60.87400436,0
893,60.94815445,0
894,61.1558609,0
895,61.47330093,0
896,61.01791,0
897,60.9199295,0
898,61.66137695,0
899,61.10046768,0
900,60.82175446,0
901,61.67832565,0
902,61.55968094,0
903,61.1247139,0
904,61.61673355,0
905,61.00114441,0
906,61.45164871,0
907,60.91139984,0
908,61.19240952,0
909,61.2339325,0
910,61.25585556,0
911,61.39087677,0
912,60.74446869,0
913,60.33790588,0
914,60.85883713,0
915,60.04773331,0
916,60.7170070254,1
917,60.9648913153,1
918,61.440393942099995,1
919,60.851055184900005,1
920,59.9619111991,1
921,60.06214523,0
922,60.16793823,0
923,60.54491425,0
924,59.55062103,0
925,60.93869019,0
926,60.3580513,0
927,60.03078079,0
928,60.66241455,0
929,61.12857437,0
930,61.10063934,0
931,60.64862823,0
932,60.80570221,0
933,61.42562103,0
934,60.31750107,0
935,60.46416092,0
936,60.73044586,0
937,60.62867355,0
938,61.45902634,0
939,60.32901382,0
940,59.6880722,0
941,59.64904022,0
942,59.21486664,0
943,59.53839111,0
944,59.39284897,0
945,60.25122452,0
946,59.48099899,0
947,59.68284988,0
948,59.96870041,0
949,59.78718185,0
950,60.17737961,0
951,59.2001915,0
952,59.0355835,0
953,59.40453339,0
954,59.480793,0
955,59.42985916,0
956,59.78852081,0
957,59.54773331,0
958,59.81957626,0
959,59.60326767,0
960,58.90323257,0
961,59.69929123,0
962,60.25497055,0
963,59.96164322,0
964,59.42730331,0
965,59.4624939,0
966,59.88560867,0
967,60.78281403,0
968,59.50257874,0
969,59.47738266,0
970,60.10305786,0
971,60.22603607,0
972,60.46392822,0
973,60.10401154,0
974,60.81973267,0
975,60.02165222,0
976,59.02363586,0
977,59.26098251,0
978,60.31185913,0
979,59.56741714,0
980,59.39793396,0
981,60.67921066,0
982,59.69787979,0
983,59.72172546,0
984,60.134164164000005,1
985,60.2181176365,1
986,60.122355193500006,1
987,59.3275481064,1
988,60.232296107399996,1
989,59.88454437,0
990,59.71615601,0
991,60.01950836,0
992,60.23978043,0
993,60.80495834,0
994,60.10450745,0
995,59.82198334,0
996,59.69308853,0
997,60.18716431,0
998,60.09621048,0
999,59.8977356,0
1000,59.93618393,0
1001,59.89944077,0
1002,59.71756363,0
1003,59.9181366,0
1004,60.73937225,0
1005,60.48807144,0
1006,59.85515213,0
1007,59.90966415,0
1008,60.13969421,0
1009,60.01067352,0
1010,59.59064865,0
1011,60.13109207,0
1012,60.28026962,0
1013,60.2898941,0
1014,59.4810791,0
1015,60.0748558,0
1016,60.09556198,0
1017,60.02999496,0
1018,60.18947601,0
1019,60.07264328,0
1020,59.81961441,0
1021,60.2593689,0
1022,59.90871048,0
1023,59.59112549,0
1024,59.91446304,0
1025,60.14758682,0
1026,60.0586319,0
1027,60.09875107,0
1028,59.94791031,0
1029,60.3672142,0
1030,59.70811081,0
1031,60.146698,0
1032,61.2542707482,1
1033,60.4213513212,1
1034,60.658987050200004,1
1035,61.359376337600004,1
1036,60.8584333763,1
1037,60.1710701,0
1038,59.67299652,0
1039,60.03156281,0
1040,60.52012253,0
1041,60.05487061,0
1042,60.34391785,0
1043,60.55964279,0
1044,59.03565216,0
1045,60.00142288,0
1046,60.0747261,0
1047,58.97260284,0
1048,60.0294400011,1
1049,60.4364275003,1
1050,60.463046797699995,1
1051,60.157855299699996,1
1052,60.0088619581,1
1053,59.86485672,0
1054,59.71895218,0
1055,60.08294296,0
1056,60.09376907,0
1057,59.55215836,0
1058,59.17434692,0
1059,60.06643677,0
1060,59.88447571,0
1061,59.87203979,0
1062,59.83366013,0
1063,59.1930275,0
1064,59.86372375,0
1065,59.15984344,0
1066,59.17469025,0
1067,60.0741272,0
1068,59.52509689,0
1069,59.42788696,0
1070,60.02320862,0
1071,59.28213501,0
1072,59.75601578,0
1073,59.65808105,0
1074,59.44124222,0
1075,60.12059784,0
1076,59.45238113,0
1077,59.22810745,0
1078,58.96390152,0
1079,59.94800949,0
1080,60.16894531,0
1081,58.92893219,0
1082,59.19026566,0
1083,59.42053604,0
1084,59.9838028,0
1085,60.09906006,0
1086,59.47034073,0
1087,59.35564804,0
1088,59.90509415,0
1089,59.73690796,0
1090,59.65929413,0
1091,59.45579529,0
1092,59.81467056,0
1093,60.02078629,0
1094,59.37388992,0
1095,58.840271,0
1096,59.0788765,0
1097,58.41841125,0
1098,58.06733322,0
1099,58.39944077,0
1100,58.58080673,0
1101,58.62560654,0
1102,58.05932617,0
1103,57.66308975,0
1104,58.39041901,0
1105,58.08725739,0
1106,58.02222061,0
1107,58.36421967,0
1108,58.15391541,0
1109,58.60292816,0
1110,57.78412628,0
1111,58.54011536,0
1112,58.6107254,0
1113,59.1521242566,1
1114,58.9542961121,1
1115,58.421624980500006,1
1116,58.1666052224,1
1117,59.0754680644,1
1118,58.66459656,0
1119,57.53383636,0
1120,58.14657593,0
1121,58.06391907,0
1122,57.50051117,0
1123,58.01744843,0
1124,58.31650162,0
1125,57.9570694,0
1126,58.51501465,0
1127,57.93989563,0
1128,58.53415298,0
1129,57.66642761,0
1130,57.53692245,0
1131,58.26979828,0
1132,57.91848755,0
1133,57.91348267,0
1134,57.81859589,0
1135,58.16429901,0
1136,58.20484924,0
1137,57.397789,0
1138,57.92918015,0
1139,57.43061447,0
1140,57.82924271,0
1141,57.92391586,0
1142,57.81531143,0
1143,58.05900955,0
1144,58.0707283,0
1145,58.00608826,0
1146,57.59042358,0
1147,57.27185059,0
1148,58.10707855,0
1149,57.41761398,0
1150,57.15969086,0
1151,57.40242386,0
1152,57.77307892,0
1153,57.70187378,0
1154,56.82854462,0
1155,57.67700958,0
1156,57.38739014,0
1157,57.56661987,0
1158,57.87447357,0
1159,57.73755646,0
1160,57.28526688,0
1161,57.32664108,0
1162,57.70358276,0
1163,57.70473862,0
1164,57.57347488,0
1165,58.38362122,0
1166,58.12978745,0
1167,57.86684418,0
1168,57.4936142,0
1169,57.65702438,0
1170,57.82840347,0
1171,57.30458832,0
1172,58.01195908,0
1173,57.29439926,0
1174,57.93018723,0
1175,58.40894318,0
1176,57.20977783,0
1177,57.20573425,0
1178,57.61982346,0
1179,57.57748795,0
1180,57.28035736,0
1181,57.13127518,0
1182,57.66617966,0
1183,57.19847488,0
1184,57.46313477,0
1185,56.91379929,0
1186,58.15323639,0
1187,57.48775101,0
1188,57.68494415,0
1189,57.00233078,0
1190,58.49704361,0
1191,58.16872406,0
1192,57.52248764,0
1193,57.6230545,0
1194,57.02727127,0
1195,57.18761063,0
1196,56.82606506,0
1197,57.5767746,0
1198,58.21125031,0
1199,57.54726028,0
1200,58.07541656,0
1201,57.64307404,0
1202,57.27392578,0
1203,57.39834213,0
1204,57.42908859,0
1205,57.64358521,0
1206,57.19496918,0
1207,57.69457245,0
1208,57.90317917,0
1209,57.87254333,0
1210,57.62316895,0
1211,57.6517334,0
1212,58.13993073,0
1213,57.6467247,0
1214,58.0212326,0
1215,57.78407669,0
1216,57.99252319,0
1217,57.85058975,0
1218,57.23173523,0
1219,58.08439255,0
1220,57.79067993,0
1221,57.70178604,0
1222,56.3619368386,1
1223,56.052954144,1
1224,55.6421638837,1
1225,57.8467343945,1
1226,62.5555342149,1
1227,63.70685196,0
1228,59.74436951,0
1229,58.73354721,0
1230,58.37646103,0
1231,57.83474731,0
1232,56.59789658,0
1233,57.04067993,0
1234,57.65890121,0
1235,57.15742874,0
1236,58.37394714,0
1237,58.76663589,0
1238,58.23971176,0
1239,57.90077591,0
1240,58.9315834,0
1241,58.21387482,0
1242,58.41587448,0
1243,58.09719086,0
1244,58.69465637,0
1245,58.65623856,0
1246,58.3180809,0
1247,58.08133316,0
1248,58.3345871,0
1249,58.49360657,0
1250,58.61652374,0
1251,58.20933914,0
1252,56.88102722,0
1253,56.78817368,0
1254,55.60422897,0
1255,54.67136383,0
1256,55.1543808,0
1257,58.39696121,0
1258,61.5079155,0
1259,63.20036697,0
1260,62.63537216,0
1261,59.32243347,0
1262,58.75147247,0
1263,57.95864868,0
1264,57.65818024,0
1265,57.68735123,0
1266,58.25992584,0
1267,58.59713364,0
1268,58.71225739,0
1269,57.82910538,0
1270,58.36787796,0
1271,58.67021561,0
1272,57.94789886,0
1273,57.82889557,0
1274,58.11023331,0
1275,56.10277939,0
1276,55.39096451,0
1277,54.96617508,0
1278,55.07748413,0
1279,55.1548233,0
1280,54.53189087,0
1281,54.23015976,0
1282,55.15538025,0
1283,53.6312294,0
1284,54.45409012,0
1285,55.42663193,0
1286,54.55789948,0
1287,54.81729507,0
1288,55.5611496,0
1289,54.73292542,0
1290,54.40415573,0
1291,55.13558197,0
1292,53.74523163,0
1293,54.55513382,0
1294,55.05523682,0
1295,54.39539719,0
1296,59.7781868,0
1297,58.53443527,0
1298,58.95869827,0
1299,58.68397141,0
1300,57.91876221,0
1301,57.75893402,0
1302,57.89652252,0
1303,57.73509979,0
1304,57.60692596,0
1305,57.6790123,0
1306,58.147995,0
1307,58.09753799,0
1308,58.53603363,0
1309,57.88443756,0
1310,58.56816101,0
1311,57.42432022,0
1312,57.51016998,0
1313,58.4368861007,1
1314,58.721595879400006,1
1315,57.9415374789,1
1316,58.169822345099995,1
1317,58.0849711644,1
1318,58.56329727,0
1319,57.72489166,0
1320,57.16750336,0
1321,58.43798447,0
1322,57.7758522,0
1323,57.91474152,0
1324,57.01309204,0
1325,57.3279686,0
1326,57.91232681,0
1327,58.26657486,0
1328,57.67298889,0
1329,58.29801559,0
1330,58.49913406,0
1331,58.66003799,0
1332,58.20617294,0
1333,58.46453094,0
1334,58.10148621,0
1335,57.63040543,0
1336,57.76826477,0
1337,58.73330688,0
1338,58.64927673,0
1339,58.11953735,0
1340,58.57781982,0
1341,58.33049393,0
1342,58.3276062,0
1343,57.70622635,0
1344,58.31975937,0
1345,58.24948883,0
1346,58.75895309,0
1347,59.09621048,0
1348,58.3461113,0
1349,58.1625824,0
1350,58.46203995,0
1351,58.14914322,0
