,water_pressure,spike
0,97.29270935,0.0
1,97.16369629,0.0
2,97.29753876,0.0
3,97.30330658,0.0
4,107.78280212940001,1.0
5,97.10162354,0.0
6,97.43642426,0.0
7,97.07201385,0.0
8,97.41442108,0.0
9,97.07732391,0.0
10,96.77786255,0.0
11,97.05026245,0.0
12,97.02986145,0.0
13,97.1009903,0.0
14,97.39356232,0.0
15,96.94224548,0.0
16,97.39798737,0.0
17,97.01265717,0.0
18,97.06400299,0.0
19,96.82411194,0.0
20,97.05446625,0.0
21,96.81653595,0.0
22,97.268013,0.0
23,96.78283691,0.0
24,97.36071014,0.0
25,96.96891022,0.0
26,97.11716461,0.0
27,96.92008972,0.0
28,97.39582062,0.0
29,96.95738983,0.0
30,97.08065796,0.0
31,96.78313446,0.0
32,97.3910675,0.0
33,96.94516754,0.0
34,97.46350098,0.0
35,96.93856812,0.0
36,97.40756989,0.0
37,97.23467255,0.0
38,97.24858856,0.0
39,97.07917786,0.0
40,97.37994385,0.0
41,96.78357697,0.0
42,107.9760816231,1.0
43,97.27574921,0.0
44,96.80664063,0.0
45,97.36030579,0.0
46,96.90922546,0.0
47,97.1318512,0.0
48,97.12071228,0.0
49,97.22440338,0.0
50,97.07403564,0.0
51,96.78605652,0.0
52,97.15139008,0.0
53,96.92240906,0.0
54,97.11066437,0.0
55,96.82874298,0.0
56,97.32867432,0.0
57,96.77611542,0.0
58,97.07907104,0.0
59,97.38521576,0.0
60,96.89096832,0.0
61,97.02694702,0.0
62,96.78736115,0.0
63,97.09346771,0.0
64,96.93296051,0.0
65,96.99330902,0.0
66,96.74250031,0.0
67,97.13223267,0.0
68,96.73818207,0.0
69,97.07183075,0.0
70,96.66133118,0.0
71,97.36087799,0.0
72,96.77841187,0.0
73,97.03200531,0.0
74,96.98490906,0.0
75,97.05459595,0.0
76,97.10665131,0.0
77,97.18649292,0.0
78,97.00183105,0.0
79,97.39987946,0.0
80,96.79502869,0.0
81,97.08554077,0.0
82,106.63257598400001,1.0
83,96.93870544,0.0
84,97.11263275,0.0
85,96.83648682,0.0
86,97.09329987,0.0
87,97.06252289,0.0
88,97.07859802,0.0
89,96.92140198,0.0
90,97.23721313,0.0
91,97.04577637,0.0
92,97.06079102,0.0
93,96.98573303,0.0
94,97.43675995,0.0
95,97.09319305,0.0
96,97.18894958,0.0
97,97.56658173,0.0
98,96.80509949,0.0
99,97.12705231,0.0
100,97.17077637,0.0
101,97.11145782,0.0
102,97.21818542,0.0
103,97.25979614,0.0
104,97.02179718,0.0
