,water_pressure,spike
0,97.29270935,0.0
1,97.16369629,0.0
2,97.29753876,0.0
3,97.30330658,0.0
4,100.0146722462,1.0
5,99.0436560108,1.0
6,97.10162354,0.0
7,97.43642426,0.0
8,97.07201385,0.0
9,97.41442108,0.0
10,97.07732391,0.0
11,96.77786255,0.0
12,97.05026245,0.0
13,97.02986145,0.0
14,99.04301010600001,1.0
15,97.1009903,0.0
16,97.39356232,0.0
17,96.94224548,0.0
18,97.39798737,0.0
19,97.01265717,0.0
20,99.97592307970001,1.0
21,97.06400299,0.0
22,96.82411194,0.0
23,97.05446625,0.0
24,96.81653595,0.0
25,97.268013,0.0
26,96.78283691,0.0
27,97.36071014,0.0
28,96.96891022,0.0
29,97.11716461,0.0
30,96.92008972,0.0
31,97.39582062,0.0
32,96.95738983,0.0
33,98.05146453959999,1.0
34,99.9930776988,1.0
35,99.0222711192,1.0
36,97.08065796,0.0
37,96.78313446,0.0
38,97.3910675,0.0
39,96.94516754,0.0
40,97.46350098,0.0
41,96.93856812,0.0
42,97.40756989,0.0
43,97.23467255,0.0
44,97.24858856,0.0
45,97.07917786,0.0
46,97.37994385,0.0
47,96.78357697,0.0
48,97.27574921,0.0
49,96.80664063,0.0
50,97.36030579,0.0
51,96.90922546,0.0
52,97.1318512,0.0
53,97.12071228,0.0
54,97.22440338,0.0
55,97.07403564,0.0
56,96.78605652,0.0
57,97.15139008,0.0
58,96.92240906,0.0
59,97.11066437,0.0
60,96.82874298,0.0
61,97.32867432,0.0
62,96.77611542,0.0
63,97.07907104,0.0
64,97.38521576,0.0
65,96.89096832,0.0
66,97.02694702,0.0
67,96.78736115,0.0
68,97.09346771,0.0
69,99.8409493253,1.0
70,96.93296051,0.0
71,96.99330902,0.0
72,96.74250031,0.0
73,97.13223267,0.0
74,97.70556389069999,1.0
75,96.73818207,0.0
76,97.07183075,0.0
77,96.66133118,0.0
78,97.36087799,0.0
79,96.77841187,0.0
80,97.03200531,0.0
81,96.98490906,0.0
82,97.05459595,0.0
83,97.10665131,0.0
84,97.18649292,0.0
85,97.00183105,0.0
86,97.39987946,0.0
87,96.79502869,0.0
88,97.08554077,0.0
89,96.93870544,0.0
90,97.11263275,0.0
91,96.83648682,0.0
92,97.09329987,0.0
93,97.06252289,0.0
94,97.07859802,0.0
95,96.92140198,0.0
96,97.23721313,0.0
97,97.04577637,0.0
98,97.06079102,0.0
99,96.98573303,0.0
100,97.43675995,0.0
101,97.09319305,0.0
102,97.18894958,0.0
103,97.56658173,0.0
