,steam_temperature,drift
484,430.2593079,0
485,430.6110229,0
486,431.111084,0
487,431.5297852,0
488,432.0755005,0
489,432.2023621,0
490,432.2010193,0
491,431.9815369,0
492,431.7365417,0
493,431.5231018,0
494,431.7026367,0
495,431.8579102,0
496,431.7807617,0
497,431.6108093,0
498,431.4030457,0
499,431.6016235,0
500,431.6835632,0
501,431.7921448,0
502,431.910614,0
503,434.1956080544999,1
504,436.3462918149999,1
505,438.3071266209999,1
506,440.63296505999983,1
507,442.9161133324998,1
508,432.6109009,0
509,433.0820313,0
510,433.2504883,0
511,432.8898621,0
512,432.5227051,0
513,432.4647217,0
514,432.3874512,0
515,432.4733582,0
516,432.273468,0
517,432.0973206,0
518,432.2591553,0
519,432.2802734,0
520,432.6668091,0
521,432.8143921,0
522,432.7807922,0
523,432.5007324,0
524,432.5265503,0
525,432.5032349,0
526,432.4472351,0
527,432.5570679,0
528,432.6679993,0
529,432.8753052,0
530,433.2050171,0
531,433.1100769,0
532,432.9439392,0
533,432.4975891,0
534,432.2238159,0
535,431.9540405,0
536,431.9685669,0
537,432.2331543,0
538,432.8827209,0
539,433.4733887,0
540,433.3559875,0
541,432.9936829,0
542,433.1486511,0
543,433.0099182,0
544,432.6100769,0
545,432.3982544,0
546,432.2129517,0
547,432.0491028,0
548,432.3973694,0
549,432.585144,0
550,433.1672668,0
551,433.3921204,0
552,433.4381409,0
553,433.2454224,0
554,432.8500671,0
555,432.9551697,0
556,432.9017639,0
557,432.9476318,0
558,433.0515442,0
559,433.8937073,0
560,438.0009155,0
561,442.7555237,0
562,446.1979675,0
563,447.9947205,0
564,449.1628113,0
565,449.7868042,0
566,452.25806623049994,1
567,454.5403161699999,1
568,456.42398453749985,1
569,458.7412335479998,1
570,461.2976402574997,1
571,450.3184204,0
572,450.307251,0
573,449.779541,0
574,449.5049438,0
575,449.1204834,0
576,449.5646973,0
577,452.4061279,0
578,456.830719,0
579,460.0294189,0
580,461.7086792,0
581,462.7628784,0
582,462.6016846,0
583,461.3102722,0
584,460.7564697,0
585,459.0569763,0
586,452.4195251,0
587,444.15979,0
588,438.453186,0
589,436.1209717,0
590,435.3987732,0
591,434.8815308,0
592,434.6446228,0
593,434.327301,0
594,434.7880859,0
595,435.1220398,0
596,434.8652039,0
597,434.5532532,0
598,434.0778503,0
599,433.6478882,0
600,433.5376282,0
601,433.40802,0
602,433.0861206,0
603,433.0907898,0
604,433.5231323,0
605,433.9713135,0
606,434.2638855,0
607,434.2327881,0
608,433.45755,0
609,433.3809814,0
610,433.6791687,0
611,434.0027771,0
612,433.8153992,0
613,433.3988953,0
614,433.5610046,0
615,433.5373535,0
616,433.3714905,0
617,433.5232544,0
618,433.7770691,0
619,434.1778564,0
620,434.2356262,0
621,434.2066345,0
622,434.559021,0
623,435.0956421,0
624,434.8610229,0
625,434.5608521,0
626,434.2940674,0
627,434.2246399,0
628,434.2409973,0
629,433.8786316,0
630,433.7136841,0
631,433.8651123,0
632,433.9209595,0
633,435.79327836299996,1
634,437.7306649799999,1
635,439.8400652869999,1
636,442.07004826199983,1
637,443.9506225649998,1
638,432.5024414,0
639,432.0271912,0
640,432.4550171,0
641,433.3380737,0
642,434.0022278,0
643,434.3527222,0
644,434.2825928,0
645,433.9882813,0
646,433.6116028,0
647,433.6638489,0
648,433.5352783,0
649,433.4187622,0
650,433.7463074,0
651,433.7571106,0
652,433.7162476,0
653,433.6084595,0
654,433.8005676,0
655,434.0928345,0
656,433.7884521,0
657,433.5535889,0
658,433.5817871,0
659,433.4635315,0
660,433.6841736,0
661,433.5345459,0
662,433.425415,0
663,433.7076111,0
664,433.7006836,0
665,433.4597778,0
666,433.2785034,0
667,433.5796204,0
668,433.7718201,0
669,433.772644,0
670,433.4862061,0
671,433.3186035,0
672,432.9181213,0
673,433.1062012,0
674,433.2653809,0
675,433.1316528,0
676,433.0003967,0
677,432.8454285,0
678,432.7828369,0
679,432.6600342,0
680,432.862915,0
681,432.5220032,0
682,432.4753418,0
683,432.8212891,0
684,432.8587952,0
685,432.7678223,0
686,432.7833862,0
687,432.6769104,0
688,432.9636536,0
689,432.9373779,0
690,433.1477356,0
691,433.4266357,0
692,433.4830017,0
693,433.1389465,0
694,432.8948975,0
695,432.7322388,0
696,433.0672302,0
697,433.2639771,0
698,432.6602173,0
699,432.1161194,0
700,432.0888367,0
701,432.022583,0
702,432.1708679,0
703,432.2938232,0
704,432.6979675,0
705,432.8856201,0
706,432.7478943,0
707,432.5956116,0
708,432.2134094,0
709,432.1697083,0
710,432.0300293,0
711,431.9603271,0
712,432.1725464,0
713,432.3780518,0
714,432.7388611,0
715,432.8501892,0
716,432.927002,0
717,434.8553539724999,1
718,436.8951525799999,1
719,439.38680313149985,1
720,441.53567505599983,1
721,443.54391322499976,1
722,432.534729,0
723,432.1592407,0
724,432.0639038,0
725,431.5306702,0
726,430.9940186,0
727,430.5851746,0
728,430.5569458,0
729,430.5656128,0
730,430.9095459,0
731,431.2625122,0
732,431.3917236,0
733,431.5456848,0
734,431.7971191,0
735,432.2355957,0
736,432.4310608,0
737,432.6666565,0
738,432.1785278,0
739,431.4327393,0
740,431.1933594,0
741,431.035553,0
742,431.2380676,0
743,431.6108093,0
744,431.6847839,0
745,432.0014648,0
746,432.36203,0
747,432.2520447,0
748,431.9654236,0
749,431.4909058,0
750,431.2234802,0
751,430.9432678,0
752,430.7430725,0
753,431.0154114,0
754,431.5861511,0
755,431.9763184,0
756,432.1435547,0
757,432.2886047,0
758,432.3695374,0
759,432.0501404,0
760,431.8172302,0
761,431.3074036,0
762,430.8019409,0
763,430.5740967,0
764,430.5245056,0
765,430.5202942,0
766,430.8440552,0
767,431.493927,0
768,431.9898682,0
769,432.249176,0
770,432.1456299,0
771,431.7632751,0
772,431.4369812,0
773,431.3137512,0
774,431.073761,0
775,430.9772034,0
776,431.2481384,0
777,431.8751831,0
778,432.3233337,0
779,432.5107117,0
780,432.4111633,0
781,434.59321610399996,1
782,436.7488061049999,1
783,438.5375522254999,1
784,441.14657596199976,1
785,443.84799115999976,1
786,432.8134766,0
787,432.7069702,0
788,432.5308533,0
789,432.4441528,0
790,432.7001648,0
791,432.5812683,0
792,432.6660767,0
793,432.8409119,0
794,432.7481079,0
795,432.8013611,0
796,433.0824585,0
797,433.4318848,0
798,433.2941284,0
799,432.6630859,0
800,432.5012512,0
801,431.9786987,0
802,432.12146,0
803,432.5748596,0
804,433.024231,0
805,433.7932129,0
806,434.0845947,0
807,434.0313416,0
808,433.6860657,0
809,433.3310547,0
810,432.6757813,0
811,433.0898743,0
812,433.5827332,0
813,433.503479,0
814,433.2325134,0
815,432.8564453,0
816,432.6025085,0
817,432.4828186,0
818,431.9743347,0
819,432.2177734,0
820,432.4938354,0
821,432.7476196,0
822,432.6373291,0
823,432.8961182,0
824,433.1212158,0
825,432.6891479,0
826,432.8902588,0
827,433.0508728,0
828,433.3358154,0
829,433.8942261,0
830,433.9425354,0
831,433.4622192,0
832,433.5197144,0
833,433.201416,0
834,432.7754211,0
835,433.1593018,0
836,433.5315247,0
837,433.1953125,0
838,432.9143066,0
839,432.8131104,0
840,432.9504089,0
841,433.2012024,0
842,432.9443665,0
843,433.0323486,0
844,433.2052307,0
845,433.6072998,0
846,433.6137695,0
847,433.2713013,0
848,433.3425293,0
849,433.6899109,0
850,433.3500061,0
851,433.1361084,0
852,433.1382446,0
853,432.7272339,0
854,432.3897705,0
855,432.0572205,0
856,432.1902466,0
857,432.4248352,0
858,432.9347839,0
859,433.0942993,0
860,432.9752197,0
861,433.0896912,0
862,433.3904419,0
863,433.8187866,0
864,434.1835938,0
865,434.0683594,0
866,433.4621582,0
867,433.3548279,0
868,433.590271,0
869,434.1683044,0
870,434.2879333,0
871,433.9180603,0
872,434.5855408,0
873,434.5618286,0
874,436.31531526149996,1
875,437.9990387459999,1
876,440.6677883474999,1
877,442.8839191139998,1
878,444.1719947874998,1
879,434.1087646,0
880,435.1391907,0
881,434.9256287,0
882,433.9406128,0
883,433.7247314,0
884,433.1612244,0
885,432.8626709,0
886,432.8276367,0
887,432.9823303,0
888,432.7166443,0
889,432.6366272,0
890,432.5464172,0
891,432.7201538,0
892,433.1942749,0
893,433.4186401,0
894,433.5270386,0
895,433.3175354,0
896,433.4051208,0
897,433.138855,0
898,432.5968628,0
899,432.9270935,0
900,433.5483704,0
901,433.4811401,0
902,433.2062988,0
903,432.7807922,0
904,432.6502075,0
905,432.962616,0
906,432.7831421,0
907,432.9992981,0
908,433.2725525,0
909,432.9960327,0
910,432.4582825,0
911,432.1938782,0
912,432.0899658,0
913,432.5405884,0
914,432.6416016,0
915,432.8620911,0
916,432.7948303,0
917,432.6804199,0
918,432.0747375,0
919,431.6253662,0
920,431.2438965,0
921,430.9324036,0
922,431.153656,0
923,431.8549805,0
924,432.2015686,0
925,432.130249,0
926,432.1938782,0
927,431.8552246,0
928,431.6336975,0
929,431.5256348,0
930,431.328064,0
931,431.4302673,0
932,431.2576294,0
933,431.0431824,0
934,431.8030701,0
935,432.1882019,0
936,432.3840637,0
937,432.0158997,0
938,431.6993408,0
939,431.7753906,0
940,431.9660645,0
941,434.214194223,1
942,437.12262447699993,1
943,439.88182005249985,1
944,442.1580157139998,1
945,444.2268607824998,1
946,433.0328979,0
947,432.6288147,0
948,432.3685303,0
949,432.1144409,0
950,431.8414612,0
951,432.4125671,0
952,432.4849548,0
953,432.668396,0
954,432.7880249,0
955,432.8759155,0
956,432.5950928,0
957,432.2477112,0
958,431.8514404,0
959,431.8968811,0
960,432.3740234,0
961,432.5517578,0
962,432.8661499,0
963,432.9033203,0
964,432.7351685,0
965,432.3795776,0
966,432.0800171,0
967,431.9581604,0
968,431.8476563,0
969,431.8405457,0
970,432.078949,0
971,434.92331910749994,1
972,436.9723944509999,1
973,438.2345204229999,1
974,439.7967132659998,1
975,441.57655641249977,1
976,430.6047363,0
977,430.7553711,0
978,431.1401672,0
979,431.3727722,0
980,431.1890259,0
981,430.9511719,0
982,430.7987061,0
983,430.5501099,0
984,430.5102844,0
985,430.756958,0
986,431.5167847,0
987,432.098053,0
988,431.8244934,0
989,431.5801392,0
990,431.3546753,0
991,431.1262817,0
992,431.1765747,0
993,431.2612305,0
994,431.6652832,0
995,432.0845337,0
996,432.3840332,0
997,431.824646,0
998,431.4006042,0
999,431.0739746,0
1000,431.0635376,0
1001,431.362793,0
1002,431.7355347,0
1003,432.0002441,0
1004,431.7779541,0
1005,431.468811,0
1006,431.3060913,0
1007,431.2862854,0
1008,431.5714417,0
1009,431.8978577,0
1010,431.9200745,0
1011,431.1858521,0
1012,430.8276672,0
1013,430.6706848,0
1014,430.7653809,0
1015,431.2781067,0
1016,431.9812317,0
1017,431.9857178,0
1018,431.8185425,0
1019,431.4429932,0
1020,431.2241211,0
1021,431.1750793,0
1022,431.0230408,0
1023,431.2511902,0
1024,431.3360596,0
1025,431.7789001,0
1026,431.9500427,0
1027,432.3135071,0
1028,431.7427673,0
1029,431.6054382,0
1030,431.6840515,0
1031,431.4114075,0
1032,431.1811829,0
1033,431.2836914,0
1034,431.233429,0
1035,431.7455444,0
1036,432.0471802,0
1037,431.850708,0
1038,431.7770081,0
1039,431.6217346,0
1040,431.3755798,0
1041,430.7904663,0
1042,430.2822571,0
1043,430.397583,0
1044,430.7183228,0
1045,430.6308594,0
1046,430.8305054,0
1047,430.930481,0
1048,430.6938782,0
1049,430.8530579,0
1050,431.1773071,0
1051,431.2860107,0
1052,431.2769775,0
1053,431.2227173,0
1054,431.4327698,0
1055,431.2499084,0
1056,431.0578918,0
1057,430.7444763,0
1058,431.2162476,0
1059,431.5193481,0
1060,431.9094238,0
1061,431.6907043,0
1062,431.5921326,0
1063,431.6353149,0
1064,431.5800781,0
1065,431.3569336,0
1066,430.8148499,0
1067,430.6755981,0
1068,430.9082336,0
1069,430.8431091,0
1070,431.3293457,0
1071,431.3508301,0
1072,431.3421326,0
1073,431.6412048,0
1074,431.4568176,0
1075,431.0498657,0
1076,430.9733582,0
1077,431.1045227,0
1078,431.5414429,0
1079,431.9878845,0
1080,431.8544922,0
1081,431.7142639,0
1082,431.6129761,0
1083,431.7339783,0
1084,431.2933655,0
1085,430.7107544,0
1086,430.0284424,0
1087,429.8916321,0
1088,430.0939331,0
1089,431.0411072,0
1090,433.429988703,1
1091,436.03082094099994,1
1092,438.32019819699985,1
1093,440.17420169999986,1
1094,442.0060066074998,1
1095,430.6218262,0
1096,430.3074341,0
1097,430.5671997,0
1098,430.7290039,0
1099,430.3458252,0
1100,430.2123413,0
1101,430.0699768,0
1102,430.065094,0
1103,429.9753723,0
1104,430.1845703,0
1105,430.4463501,0
1106,430.3589478,0
1107,430.0127869,0
1108,429.4959106,0
1109,429.370697,0
1110,429.2028809,0
1111,429.1168213,0
1112,429.0450745,0
1113,429.5574951,0
1114,429.6563721,0
1115,429.7868652,0
1116,430.1376648,0
1117,430.4747925,0
1118,430.5966797,0
1119,430.7128296,0
1120,430.5515137,0
1121,430.3599548,0
1122,430.2759705,0
1123,430.2166138,0
1124,429.7801208,0
1125,429.4690857,0
1126,429.2359619,0
1127,429.6636658,0
1128,430.1407776,0
1129,430.1711731,0
1130,430.2840271,0
1131,430.3132629,0
1132,430.046875,0
1133,429.6921387,0
1134,429.190918,0
1135,429.3564758,0
1136,429.5700378,0
1137,429.4051208,0
1138,429.2374878,0
1139,429.0639954,0
1140,428.9937439,0
1141,429.0290222,0
1142,428.8693542,0
1143,428.3782043,0
1144,428.4048767,0
1145,428.7108459,0
1146,429.3234863,0
1147,429.8296814,0
1148,430.0654907,0
1149,430.2990112,0
1150,430.1754456,0
1151,429.8748474,0
1152,429.4630737,0
1153,428.4630737,0
1154,428.6727905,0
1155,429.1141968,0
1156,429.5464783,0
1157,429.5429382,0
1158,429.8876038,0
1159,429.5756226,0
1160,429.0128479,0
1161,428.6985474,0
1162,428.9830322,0
1163,428.9616089,0
1164,428.8590698,0
1165,428.9760437,0
1166,428.8672791,0
1167,429.0184631,0
1168,428.9516602,0
1169,429.2338562,0
1170,429.1669617,0
1171,429.2015991,0
1172,428.9826965,0
1173,429.0291138,0
1174,428.7493286,0
1175,428.9385986,0
1176,429.1582031,0
1177,429.1646118,0
1178,429.0283508,0
1179,429.0657959,0
1180,429.2563477,0
1181,429.0094299,0
1182,428.7865295,0
1183,429.3677979,0
1184,430.2450867,0
1185,430.6146851,0
1186,430.3652344,0
1187,429.5821533,0
1188,428.8349304,0
1189,428.4305725,0
1190,428.0141296,0
1191,427.4983215,0
1192,429.3905131095,1
1193,432.1609933159999,1
1194,435.18056852899986,1
1195,437.90124022799984,1
1196,440.21522828749977,1
1197,429.2782288,0
1198,428.5572815,0
1199,428.0506592,0
1200,427.6051941,0
1201,428.0332031,0
1202,428.8659973,0
1203,429.7747192,0
1204,430.5463257,0
1205,430.695343,0
1206,430.34729,0
1207,429.1463928,0
1208,428.1033936,0
1209,427.8416138,0
1210,427.9455566,0
1211,427.8129272,0
1212,427.9368286,0
1213,428.3315735,0
1214,428.7437744,0
1215,428.9848633,0
1216,429.0482483,0
1217,429.1413269,0
1218,429.2572021,0
1219,428.9278564,0
1220,428.7130127,0
1221,428.3955994,0
1222,429.2781982,0
1223,433.2512817,0
1224,437.7306213,0
1225,437.5817566,0
1226,430.3528748,0
1227,421.5256348,0
1228,418.6744995,0
1229,417.3798523,0
1230,418.2162781,0
1231,420.7438354,0
1232,423.3039856,0
1233,425.2086182,0
1234,426.1066589,0
1235,426.3270569,0
1236,425.9093628,0
1237,424.9247742,0
1238,424.2171326,0
1239,423.8301697,0
1240,423.7939453,0
1241,424.0195618,0
1242,424.6846313,0
1243,425.4166565,0
1244,425.84552,0
1245,425.7094727,0
1246,425.4815979,0
1247,425.5636597,0
1248,425.4626465,0
1249,425.6389771,0
1250,425.3925781,0
1251,425.2767029,0
1252,425.4460754,0
1253,428.4563599,0
1254,433.5306091,0
1255,437.7923584,0
1256,439.8233643,0
1257,439.8074646,0
1258,431.6681519,0
1259,419.5994263,0
1260,415.5224915,0
1261,415.5574036,0
1262,416.8807983,0
1263,420.3948364,0
1264,424.1787415,0
1265,426.6976624,0
1266,427.517395,0
1267,427.3204041,0
1268,426.3862305,0
1269,425.3533325,0
1270,424.2784424,0
1271,423.8182373,0
1272,423.794342,0
1273,423.9840698,0
1274,424.4761047,0
1275,425.3533325,0
1276,428.3139954,0
1277,432.6325989,0
1278,436.2288818,0
1279,438.5167542,0
1280,439.9170837,0
1281,440.3059998,0
1282,439.9079285,0
1283,439.2866821,0
1284,439.2150574,0
1285,439.6203308,0
1286,440.0706482,0
1287,440.4177246,0
1288,440.0292664,0
1289,439.9464722,0
1290,439.9667358,0
1291,440.0800476,0
1292,440.1768494,0
1293,440.5853882,0
1294,438.3820801,0
1295,431.2133484,0
1296,424.3426208,0
1297,422.2792969,0
1298,421.7099304,0
1299,421.7866211,0
1300,422.0875244,0
1301,421.9259644,0
1302,422.0377502,0
1303,421.9164124,0
1304,421.8244629,0
1305,421.8578491,0
1306,421.8647766,0
1307,421.4979553,0
1308,420.7061157,0
1309,420.3734436,0
1310,420.2364502,0
1311,420.7288818,0
1312,421.5846863,0
1313,422.5814209,0
1314,423.308136,0
1315,423.4281616,0
1316,423.4104004,0
1317,423.5241089,0
1318,423.6400757,0
1319,423.6302795,0
1320,423.3793945,0
1321,423.4367676,0
1322,423.7883911,0
1323,424.0194702,0
1324,424.3562622,0
1325,424.5747375,0
1326,424.4854126,0
1327,424.0986328,0
1328,423.5610962,0
1329,422.8721619,0
1330,422.3027649,0
1331,422.1827698,0
1332,422.7694702,0
1333,423.6464539,0
1334,424.3165588,0
1335,424.5857544,0
1336,424.5380859,0
1337,424.3574219,0
1338,423.6282959,0
1339,423.014679,0
1340,422.829834,0
1341,423.2633362,0
1342,423.6574097,0
1343,423.5907288,0
1344,423.6570435,0
1345,423.7057495,0
1346,423.5030518,0
1347,423.0733032,0
1348,422.8179321,0
1349,422.3751831,0
1350,422.6340027,0
1351,423.680603,0
1352,424.0305176,0
1353,424.0968628,0
1354,424.0393066,0
